(iter 5) [0.0, -0.6999, 0.4224] = 452.9550, sampling [0.0, -0.2881, 0.1760]. Recommendation = [0.0, -0.6999, 0.4224], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2881, 0.1760] = 453.7759, sampling [0.0, -0.4097, -0.1842]. Recommendation = [0.0, -0.2881, 0.1760], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2881, 0.1760] = 453.7759, sampling [0.0, -0.0087, 0.0068]. Recommendation = [0.0, -0.2881, 0.1760], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, -0.2291, 0.5124]. Recommendation = [0.0, -0.1757, -0.0761], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, -0.1404, -0.3803]. Recommendation = [0.0, -0.1757, -0.0761], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, -0.4899, 0.3959]. Recommendation = [0.0, -0.1757, -0.0761], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, 0.1271, 0.4154]. Recommendation = [0.0, -0.1757, -0.0761], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, 0.4090, 0.9849]. Recommendation = [0.0, -0.1757, -0.0761], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, -0.1757, -0.0761]. Recommendation = [0.0, -0.1757, -0.0761], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, -0.5757, 0.0584]. Recommendation = [0.0, -0.0848, 0.1466], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, -0.0707, 0.9446]. Recommendation = [0.0, -0.4250, 0.2848], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, 0.2300, -0.1826]. Recommendation = [0.0, -0.4250, 0.2848], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, -0.0087, 0.0068] = 455.2780, sampling [0.0, 0.5423, 0.2138]. Recommendation = [0.0, -0.4250, 0.2848], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 0.5423, 0.2138] = 455.4459, sampling [0.0, 0.1562, 0.0470]. Recommendation = [0.0, 0.1562, 0.0470], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 0.1562, 0.0470] = 455.5369, sampling [0.0, 0.7809, 0.5957]. Recommendation = [0.0, 0.0597, -0.0836], Current Cost = 19000.00, Rho = -1.230
(iter 19) [0.0, 0.7809, 0.5957] = 456.2323, sampling [0.0, 0.3247, 0.5413]. Recommendation = [0.0, 0.0597, -0.0836], Current Cost = 20000.00, Rho = -1.230
(iter 19) [0.0, 0.7809, 0.5957] = 456.2323, sampling [0.0, 0.9845, 1.0952]. Recommendation = [0.0, 0.0597, -0.0836], Current Cost = 21000.00, Rho = -1.230
(iter 19) [0.0, 0.7809, 0.5957] = 456.2323, sampling [0.0, 0.8196, 1.4527]. Recommendation = [0.0, 0.0597, -0.0836], Current Cost = 22000.00, Rho = -1.230
(iter 19) [0.0, 0.7809, 0.5957] = 456.2323, sampling [0.0, 0.7857, 0.8722]. Recommendation = [0.0, 0.0597, -0.0836], Current Cost = 23000.00, Rho = -1.230
(iter 19) [0.0, 0.7809, 0.5957] = 456.2323, sampling [0.0, 1.1088, 0.6821]. Recommendation = [0.0, 0.0597, -0.0836], Current Cost = 24000.00, Rho = -1.230
(iter 19) [0.0, 0.7809, 0.5957] = 456.2323, sampling [0.0, 1.3367, 1.3588]. Recommendation = [0.0, 0.0597, -0.0836], Current Cost = 25000.00, Rho = -1.230
(iter 19) [0.0, 0.7809, 0.5957] = 456.2323, sampling [0.0, 1.2915, 1.0135]. Recommendation = [0.0, 0.0597, -0.0836], Current Cost = 26000.00, Rho = -1.230
