(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.2958, -0.3416]. Recommendation = [0.0, -0.5857, -0.2492], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.3746, 0.0507]. Recommendation = [0.0, -0.2958, -0.3416], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.1860, 0.3651]. Recommendation = [0.0, -0.3746, 0.0507], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.1004, 0.0249]. Recommendation = [0.0, -0.3746, 0.0507], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.5371, 0.2998]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.2644, 0.7496]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.3542, -0.1230]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.4432, 0.4672]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.7659, 0.1119]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.2520, 0.2358]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, 0.1484, 0.4455]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, -0.0951, 0.5495]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, 0.0209, -0.1686]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.5857, -0.2492] = 418.7085, sampling [1.0, 0.0349, 0.0895]. Recommendation = [0.0, -0.2364, 0.0779], Current Cost = 5018.00, Rho = 1.000
