(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.3977, 0.2135]. Recommendation = [0.0, 0.5300, -0.1605], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.2131, -0.0342]. Recommendation = [0.0, 0.3977, 0.2135], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.3050, 0.1191]. Recommendation = [0.0, 0.3977, 0.2135], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.5135, 0.1105]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.1195, 0.1635]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.3686, 0.4876]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.3226, 0.2740]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, -0.0023, -0.1389]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, -0.0820, 0.0199]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.0139, 0.3807]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.0018, 0.1212]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.3161, -0.2127]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.4968, 0.2076]. Recommendation = [0.0, 0.3050, 0.1191], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.7489, 0.4501]. Recommendation = [0.0, 0.4968, 0.2076], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.8039, 0.1726]. Recommendation = [0.0, 0.4968, 0.2076], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.5441, 0.6013]. Recommendation = [0.0, 0.4968, 0.2076], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.0542, -0.3333]. Recommendation = [0.0, 0.4968, 0.2076], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5300, -0.1605] = 436.5954, sampling [1.0, 0.6956, 0.5946]. Recommendation = [0.0, 0.4968, 0.2076], Current Cost = 5022.00, Rho = 1.000
