(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, 0.1583, 1.4835]. Recommendation = [0.0, -0.3612, 0.3256], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, -0.4907, 0.8932]. Recommendation = [0.0, -0.3612, 0.3256], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, -0.0296, 0.7054]. Recommendation = [0.0, -0.3612, 0.3256], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, -0.4558, 0.5963]. Recommendation = [0.0, -0.3612, 0.3256], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, 0.8389, 1.3397]. Recommendation = [0.0, -0.3612, 0.3256], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, 0.9104, 1.7032]. Recommendation = [0.0, -0.3612, 0.3256], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, 1.1940, 1.3744]. Recommendation = [0.0, -0.3612, 0.3256], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, 1.3756, 1.6064]. Recommendation = [0.0, 1.1940, 1.3744], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, 1.4553, 1.9001]. Recommendation = [0.0, 1.1940, 1.3744], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, 1.7224, 1.6818]. Recommendation = [0.0, 1.1940, 1.3744], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.3612, 0.3256] = 450.6379, sampling [1.0, 1.1892, 1.9272]. Recommendation = [0.0, 1.1940, 1.3744], Current Cost = 5015.00, Rho = 1.000
