(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.0851, -0.0342]. Recommendation = [0.0, 0.2106, -0.4944], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.0101, 0.3458]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.1932, 0.9247]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.0829, 0.0844]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.1891, 0.2189]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.0762, -0.2449]. Recommendation = [0.0, 0.1246, 0.1928], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.2848, -0.0814]. Recommendation = [0.0, 0.1246, 0.1928], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.2238, 0.4680]. Recommendation = [0.0, 0.2170, -0.1108], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.1250, -0.1238]. Recommendation = [0.0, 0.2170, -0.1108], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.2156, 0.2104]. Recommendation = [0.0, -0.0049, -0.0985], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.1452, 0.5103]. Recommendation = [0.0, -0.0049, -0.0985], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.2613, 0.0206]. Recommendation = [0.0, -0.0049, -0.0985], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.0718, 0.2252]. Recommendation = [0.0, -0.0049, -0.0985], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.5064, 1.4709]. Recommendation = [0.0, -0.0049, -0.0985], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.0049, -0.0985]. Recommendation = [0.0, -0.0049, -0.0985], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.3898, 0.2796]. Recommendation = [0.0, 0.2170, -0.1108], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.4058, 0.0454]. Recommendation = [0.0, 0.2170, -0.1108], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.0984, -0.2928]. Recommendation = [0.0, -0.1316, 0.1513], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.1187, 0.2057]. Recommendation = [0.0, -0.1316, 0.1513], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.4400, 0.4859]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.3482, 0.3841]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.3524, -0.1713]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.2170, -0.1108]. Recommendation = [0.0, 0.2170, -0.1108], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.3242, -0.1791]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.5296, 0.0340]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.3565, 0.3835]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.3164, 0.8372]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.5984, 0.3744]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.6078, 0.5121]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.6822, 0.1651]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.1036, -0.3865]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.0605, 0.6350]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.2641, 0.2506]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.4654, 0.1123]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.6317, 0.7182]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.7180, 0.4408]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, -0.6445, 0.3224]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.4766, 0.7716]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.4500, -0.0229]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.2106, -0.4944] = 426.6547, sampling [1.0, 0.6253, 0.1810]. Recommendation = [0.0, 0.0851, -0.0342], Current Cost = 5044.00, Rho = 1.000
