(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.3650, 0.8597]. Recommendation = [0.0, -0.6321, 0.8196], Current Cost = 5005.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.5106, 0.5983]. Recommendation = [0.0, -0.6321, 0.8196], Current Cost = 5006.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.1377, 0.4931]. Recommendation = [0.0, -0.5106, 0.5983], Current Cost = 5007.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.3475, 0.2555]. Recommendation = [0.0, -0.1377, 0.4931], Current Cost = 5008.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.2244, 0.0792]. Recommendation = [0.0, -0.3475, 0.2555], Current Cost = 5009.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.0751, -0.0396]. Recommendation = [0.0, -0.2244, 0.0792], Current Cost = 5010.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.1395, 0.1167]. Recommendation = [0.0, 0.0751, -0.0396], Current Cost = 5011.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.0388, -0.1482]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5012.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.1098, 0.3687]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5013.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.2585, -0.1038]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5014.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.1892, -0.1126]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5015.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.0628, -0.1541]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5016.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.0812, -0.2853]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5017.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.1625, -0.3260]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5018.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, -0.3930, 0.0119]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5019.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.2706, 0.1261]. Recommendation = [0.0, 0.1395, 0.1167], Current Cost = 5020.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.2488, 0.2418]. Recommendation = [0.0, 0.2706, 0.1261], Current Cost = 5021.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.3694, -0.2463]. Recommendation = [0.0, 0.2706, 0.1261], Current Cost = 5022.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.4357, 0.0292]. Recommendation = [0.0, 0.2706, 0.1261], Current Cost = 5023.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.4418, 0.2794]. Recommendation = [0.0, 0.4357, 0.0292], Current Cost = 5024.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.3436, 0.3279]. Recommendation = [0.0, 0.4418, 0.2794], Current Cost = 5025.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.2058, 0.5750]. Recommendation = [0.0, 0.4418, 0.2794], Current Cost = 5026.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.4294, 0.3878]. Recommendation = [0.0, 0.4418, 0.2794], Current Cost = 5027.00, Rho = 0.677
(iter 10) [0.0, -0.6321, 0.8196] = 435.9937, sampling [1.0, 0.5203, 0.2827]. Recommendation = [0.0, 0.4418, 0.2794], Current Cost = 5028.00, Rho = 0.677
