(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, 0.6991, -0.0693]. Recommendation = [0.0, 0.8754, 0.0616], Current Cost = 5005.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, 0.5086, -0.1891]. Recommendation = [0.0, 0.6991, -0.0693], Current Cost = 5006.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, 0.4221, -0.2884]. Recommendation = [0.0, 0.5086, -0.1891], Current Cost = 5007.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, 0.3552, -0.1755]. Recommendation = [0.0, 0.4221, -0.2884], Current Cost = 5008.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, 0.3182, -0.0218]. Recommendation = [0.0, 0.3552, -0.1755], Current Cost = 5009.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, 0.1342, -0.1649]. Recommendation = [0.0, 0.3182, -0.0218], Current Cost = 5010.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, 0.0516, -0.1765]. Recommendation = [0.0, 0.1342, -0.1649], Current Cost = 5011.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.0048, -0.1562]. Recommendation = [0.0, 0.0516, -0.1765], Current Cost = 5012.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.0990, -0.0113]. Recommendation = [0.0, -0.0048, -0.1562], Current Cost = 5013.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.1053, 0.0535]. Recommendation = [0.0, -0.0990, -0.0113], Current Cost = 5014.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.1447, 0.0455]. Recommendation = [0.0, -0.1053, 0.0535], Current Cost = 5015.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, 0.0296, 0.1376]. Recommendation = [0.0, -0.1447, 0.0455], Current Cost = 5016.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.2207, 0.1989]. Recommendation = [0.0, -0.1447, 0.0455], Current Cost = 5017.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.2924, 0.1798]. Recommendation = [0.0, -0.2207, 0.1989], Current Cost = 5018.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.3458, 0.0207]. Recommendation = [0.0, -0.2924, 0.1798], Current Cost = 5019.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.3228, -0.1199]. Recommendation = [0.0, -0.2924, 0.1798], Current Cost = 5020.00, Rho = 0.388
(iter 10) [0.0, 0.8754, 0.0616] = 406.6224, sampling [1.0, -0.4817, 0.2071]. Recommendation = [0.0, -0.2924, 0.1798], Current Cost = 5021.00, Rho = 0.388
