(iter 5) [0.0, -0.8238, -0.3182] = 353.6104, sampling [0.0, -0.5056, -0.5803]. Recommendation = [0.0, -0.8238, -0.3182], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.5056, -0.5803] = 384.1551, sampling [0.0, -0.2035, -0.4624]. Recommendation = [0.0, -0.5056, -0.5803], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.2035, -0.4624] = 429.4636, sampling [0.0, -0.3690, -0.3087]. Recommendation = [0.0, -0.2035, -0.4624], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.3690, -0.3087] = 434.6391, sampling [0.0, -0.1078, -0.1373]. Recommendation = [0.0, -0.3690, -0.3087], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.1078, -0.1373] = 452.8560, sampling [0.0, -0.3515, -0.0158]. Recommendation = [0.0, -0.1078, -0.1373], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.1078, -0.1373] = 452.8560, sampling [0.0, -0.1886, -0.2013]. Recommendation = [0.0, -0.1078, -0.1373], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.1078, -0.1373] = 452.8560, sampling [0.0, -0.2687, 0.1750]. Recommendation = [0.0, -0.1078, -0.1373], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.2687, 0.1750] = 453.6339, sampling [0.0, 0.1617, 0.0800]. Recommendation = [0.0, -0.2687, 0.1750], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, 0.0230, 0.3069]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, 0.0524, -0.1502]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, -0.3240, 0.4767]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, -0.5613, 0.2383]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, -0.4260, 0.3156]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, -0.4469, 0.0433]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, 0.0957, 0.6630]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, -0.1472, 0.4827]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, 0.2248, 0.2843]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.1617, 0.0800] = 455.3074, sampling [0.0, 0.3122, 0.0625]. Recommendation = [0.0, 0.1617, 0.0800], Current Cost = 22000.00, Rho = -1.230
(iter 22) [0.0, 0.3122, 0.0625] = 455.7044, sampling [0.0, 0.5306, 0.4099]. Recommendation = [0.0, 0.2165, 0.1462], Current Cost = 23000.00, Rho = -1.230
(iter 22) [0.0, 0.3122, 0.0625] = 455.7044, sampling [0.0, 0.3531, 0.2248]. Recommendation = [0.0, 0.2165, 0.1462], Current Cost = 24000.00, Rho = -1.230
(iter 22) [0.0, 0.3122, 0.0625] = 455.7044, sampling [0.0, 0.3307, 0.5840]. Recommendation = [0.0, 0.2165, 0.1462], Current Cost = 25000.00, Rho = -1.230
(iter 22) [0.0, 0.3122, 0.0625] = 455.7044, sampling [0.0, 0.3609, -0.2179]. Recommendation = [0.0, 0.2165, 0.1462], Current Cost = 26000.00, Rho = -1.230
(iter 22) [0.0, 0.3122, 0.0625] = 455.7044, sampling [0.0, 0.5653, 0.0057]. Recommendation = [0.0, 0.1956, 0.0242], Current Cost = 27000.00, Rho = -1.230
(iter 22) [0.0, 0.3122, 0.0625] = 455.7044, sampling [0.0, 0.1881, -0.4769]. Recommendation = [0.0, 0.1956, 0.0242], Current Cost = 28000.00, Rho = -1.230
(iter 22) [0.0, 0.3122, 0.0625] = 455.7044, sampling [0.0, 0.7756, 0.3017]. Recommendation = [0.0, 0.1956, 0.0242], Current Cost = 29000.00, Rho = -1.230
(iter 22) [0.0, 0.3122, 0.0625] = 455.7044, sampling [0.0, 0.7006, 0.6027]. Recommendation = [0.0, 0.1956, 0.0242], Current Cost = 30000.00, Rho = -1.230
