(iter 5) [0.0, -0.8391, 0.6444] = 452.5621, sampling [0.0, -0.0145, 0.1402]. Recommendation = [0.0, -0.8391, 0.6444], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0145, 0.1402] = 453.3099, sampling [0.0, -0.3537, -0.3214]. Recommendation = [0.0, -0.0145, 0.1402], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0145, 0.1402] = 453.3099, sampling [0.0, 0.4866, 0.5880]. Recommendation = [0.0, -0.0145, 0.1402], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.0145, 0.1402] = 453.3099, sampling [0.0, -0.4290, 0.2393]. Recommendation = [0.0, -0.0145, 0.1402], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, 0.8223, 1.5765]. Recommendation = [0.0, -0.1475, 0.2794], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, -1.0670, 1.9250]. Recommendation = [0.0, -0.1475, 0.2794], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, -0.0464, 1.9445]. Recommendation = [0.0, -0.1475, 0.2794], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, -1.9882, 1.8328]. Recommendation = [0.0, -0.1475, 0.2794], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, 0.3716, -0.1237]. Recommendation = [0.0, -0.1475, 0.2794], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, 1.2756, 0.9556]. Recommendation = [0.0, 0.0227, -0.0866], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, 1.8227, 1.8917]. Recommendation = [0.0, -0.2201, 0.0986], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, 0.4148, 1.0299]. Recommendation = [0.0, -0.2201, 0.0986], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, -0.1775, 0.8597]. Recommendation = [0.0, -0.2201, 0.0986], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, -0.4290, 0.2393] = 453.9528, sampling [0.0, 1.0088, 0.2628]. Recommendation = [0.0, -0.2201, 0.0986], Current Cost = 18000.00, Rho = -1.230
