(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.5320, -0.4978]. Recommendation = [0.0, 0.6008, -0.7052], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.5871, -0.3796]. Recommendation = [0.0, 0.5320, -0.4978], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.5151, -0.3713]. Recommendation = [0.0, 0.5871, -0.3796], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.5520, -0.0965]. Recommendation = [0.0, 0.5151, -0.3713], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.6319, -0.0716]. Recommendation = [0.0, 0.5520, -0.0965], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.5052, -0.0757]. Recommendation = [0.0, 0.5520, -0.0965], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.3821, 0.0115]. Recommendation = [0.0, 0.5052, -0.0757], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.6561, 0.1646]. Recommendation = [0.0, 0.3821, 0.0115], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.4321, 0.2690]. Recommendation = [0.0, 0.3821, 0.0115], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.4928, 0.2825]. Recommendation = [0.0, 0.4321, 0.2690], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.3506, 0.2275]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.3610, 0.4112]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.1685, -0.0317]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.0832, 0.1960]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.1406, -0.2130]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.0903, -0.1344]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.4255, 0.4996]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.1272, 0.4952]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.7145, 0.1378]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.2012, -0.4115]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.3933, 0.6122]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.7014, 0.5371]. Recommendation = [0.0, 0.4928, 0.2825], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.5838, 0.6018]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.8290, 0.4632]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.9158, 0.1862]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.6200, 0.7038]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.0226, -0.2882]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.1050, -0.1971]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.0940, 0.1756]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.0794, 0.2232]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.1522, 0.1200]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.1343, 0.1445]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.1675, 0.1114]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.2348, 0.0831]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.1303, -0.4053]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, -0.1836, 0.4053]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.2592, 0.6839]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.6008, -0.7052] = 342.4787, sampling [1.0, 0.8755, 0.6614]. Recommendation = [0.0, 0.7014, 0.5371], Current Cost = 5042.00, Rho = 1.000
