(iter 5) [0.0, -0.6376, 0.9201] = 427.2408, sampling [0.0, -0.3999, 0.9991]. Recommendation = [0.0, -0.6376, 0.9201], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.6376, 0.9201] = 427.2408, sampling [0.0, -0.7000, 1.2367]. Recommendation = [0.0, -0.6376, 0.9201], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.6376, 0.9201] = 427.2408, sampling [0.0, -0.4838, 1.0656]. Recommendation = [0.0, -0.6376, 0.9201], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.6376, 0.9201] = 427.2408, sampling [0.0, -0.5648, 1.3015]. Recommendation = [0.0, -0.6376, 0.9201], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.6376, 0.9201] = 427.2408, sampling [0.0, -0.8190, 1.1132]. Recommendation = [0.0, -0.6376, 0.9201], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -0.8190, 1.1132] = 433.4133, sampling [0.0, -0.8380, 0.9068]. Recommendation = [0.0, -0.8190, 1.1132], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -0.8380, 0.9068] = 448.7356, sampling [0.0, -0.9458, 1.0362]. Recommendation = [0.0, -0.8380, 0.9068], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -0.9323, 1.1692]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -0.8909, 1.3476]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -1.0178, 1.2767]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -1.1126, 1.6058]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 15000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -0.8843, 1.6513]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 16000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -1.0456, 1.3695]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 17000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -1.2751, 1.4993]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 18000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -1.2637, 1.3209]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 19000.00, Rho = -1.230
(iter 11) [0.0, -0.9458, 1.0362] = 450.5041, sampling [0.0, -1.2837, 1.6562]. Recommendation = [0.0, -0.9458, 1.0362], Current Cost = 20000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -1.2160, 1.8730]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 21000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -1.1918, 1.6879]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 22000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -1.3494, 1.7950]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 23000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -1.3920, 1.6942]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 24000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -1.3940, 1.4744]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 25000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -1.6453, 1.7850]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 26000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -1.0057, 1.9435]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 27000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -1.3034, 1.8111]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 28000.00, Rho = -1.230
(iter 20) [0.0, -1.2837, 1.6562] = 451.0778, sampling [0.0, -0.9648, 0.9323]. Recommendation = [0.0, -1.2837, 1.6562], Current Cost = 29000.00, Rho = -1.230
(iter 29) [0.0, -0.9648, 0.9323] = 452.4392, sampling [0.0, -0.9394, 0.9919]. Recommendation = [0.0, -0.9394, 0.9919], Current Cost = 30000.00, Rho = -1.230
(iter 29) [0.0, -0.9648, 0.9323] = 452.4392, sampling [0.0, -1.1571, 0.9643]. Recommendation = [0.0, -0.9648, 0.9323], Current Cost = 31000.00, Rho = -1.230
(iter 29) [0.0, -0.9648, 0.9323] = 452.4392, sampling [0.0, -0.9007, 0.8381]. Recommendation = [0.0, -0.9648, 0.9323], Current Cost = 32000.00, Rho = -1.230
(iter 32) [0.0, -0.9007, 0.8381] = 452.6152, sampling [0.0, -0.9541, 1.2867]. Recommendation = [0.0, -0.9007, 0.8381], Current Cost = 33000.00, Rho = -1.230
(iter 32) [0.0, -0.9007, 0.8381] = 452.6152, sampling [0.0, -1.5133, 1.4388]. Recommendation = [0.0, -0.9007, 0.8381], Current Cost = 34000.00, Rho = -1.230
(iter 32) [0.0, -0.9007, 0.8381] = 452.6152, sampling [0.0, -0.4387, 0.5799]. Recommendation = [0.0, -0.9007, 0.8381], Current Cost = 35000.00, Rho = -1.230
(iter 32) [0.0, -0.9007, 0.8381] = 452.6152, sampling [0.0, -0.3115, 0.8176]. Recommendation = [0.0, -0.9007, 0.8381], Current Cost = 36000.00, Rho = -1.230
(iter 32) [0.0, -0.9007, 0.8381] = 452.6152, sampling [0.0, -0.5542, 0.5335]. Recommendation = [0.0, -0.9007, 0.8381], Current Cost = 37000.00, Rho = -1.230
(iter 32) [0.0, -0.9007, 0.8381] = 452.6152, sampling [0.0, -0.2118, 0.5250]. Recommendation = [0.0, -0.9007, 0.8381], Current Cost = 38000.00, Rho = -1.230
(iter 32) [0.0, -0.9007, 0.8381] = 452.6152, sampling [0.0, -0.4763, 0.3129]. Recommendation = [0.0, -0.9007, 0.8381], Current Cost = 39000.00, Rho = -1.230
(iter 39) [0.0, -0.4763, 0.3129] = 453.3803, sampling [0.0, -0.6495, 0.4311]. Recommendation = [0.0, -0.4763, 0.3129], Current Cost = 40000.00, Rho = -1.230
(iter 40) [0.0, -0.6495, 0.4311] = 453.5706, sampling [0.0, -0.6125, 0.3027]. Recommendation = [0.0, -0.6495, 0.4311], Current Cost = 41000.00, Rho = -1.230
(iter 40) [0.0, -0.6495, 0.4311] = 453.5706, sampling [0.0, -0.1266, 0.4122]. Recommendation = [0.0, -0.6495, 0.4311], Current Cost = 42000.00, Rho = -1.230
(iter 40) [0.0, -0.6495, 0.4311] = 453.5706, sampling [0.0, 0.0098, 0.6931]. Recommendation = [0.0, -0.6495, 0.4311], Current Cost = 43000.00, Rho = -1.230
(iter 40) [0.0, -0.6495, 0.4311] = 453.5706, sampling [0.0, -0.0145, 0.1548]. Recommendation = [0.0, -0.6495, 0.4311], Current Cost = 44000.00, Rho = -1.230
(iter 40) [0.0, -0.6495, 0.4311] = 453.5706, sampling [0.0, 0.0740, 0.3989]. Recommendation = [0.0, -0.6495, 0.4311], Current Cost = 45000.00, Rho = -1.230
(iter 40) [0.0, -0.6495, 0.4311] = 453.5706, sampling [0.0, 0.0424, 0.2793]. Recommendation = [0.0, -0.6495, 0.4311], Current Cost = 46000.00, Rho = -1.230
(iter 40) [0.0, -0.6495, 0.4311] = 453.5706, sampling [0.0, -0.2996, -0.0783]. Recommendation = [0.0, -0.6495, 0.4311], Current Cost = 47000.00, Rho = -1.230
(iter 40) [0.0, -0.6495, 0.4311] = 453.5706, sampling [0.0, -0.0856, -0.0206]. Recommendation = [0.0, -0.6495, 0.4311], Current Cost = 48000.00, Rho = -1.230
(iter 48) [0.0, -0.0856, -0.0206] = 455.0433, sampling [0.0, -0.4884, 0.0251]. Recommendation = [0.0, -0.0856, -0.0206], Current Cost = 49000.00, Rho = -1.230
(iter 48) [0.0, -0.0856, -0.0206] = 455.0433, sampling [0.0, -0.5360, 0.1720]. Recommendation = [0.0, -0.0856, -0.0206], Current Cost = 50000.00, Rho = -1.230
(iter 48) [0.0, -0.0856, -0.0206] = 455.0433, sampling [0.0, 0.1170, 0.0173]. Recommendation = [0.0, -0.0856, -0.0206], Current Cost = 51000.00, Rho = -1.230
(iter 51) [0.0, 0.1170, 0.0173] = 455.5191, sampling [0.0, 0.1119, 0.1496]. Recommendation = [0.0, 0.1170, 0.0173], Current Cost = 52000.00, Rho = -1.230
(iter 51) [0.0, 0.1170, 0.0173] = 455.5191, sampling [0.0, -0.0408, -0.1583]. Recommendation = [0.0, 0.1170, 0.0173], Current Cost = 53000.00, Rho = -1.230
(iter 51) [0.0, 0.1170, 0.0173] = 455.5191, sampling [0.0, -0.0012, -0.0311]. Recommendation = [0.0, -0.0012, -0.0311], Current Cost = 54000.00, Rho = -1.230
(iter 51) [0.0, 0.1170, 0.0173] = 455.5191, sampling [0.0, -0.1815, -0.2106]. Recommendation = [0.0, 0.1170, 0.0173], Current Cost = 55000.00, Rho = -1.230
