(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.6886, -0.5668]. Recommendation = [0.0, -0.8180, -0.5704], Current Cost = 5005.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.6388, -0.8071]. Recommendation = [0.0, -0.6886, -0.5668], Current Cost = 5006.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.6457, -0.4916]. Recommendation = [0.0, -0.6886, -0.5668], Current Cost = 5007.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.4047, -0.4391]. Recommendation = [0.0, -0.6457, -0.4916], Current Cost = 5008.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.2633, -0.4636]. Recommendation = [0.0, -0.4047, -0.4391], Current Cost = 5009.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.2287, -0.7888]. Recommendation = [0.0, -0.2633, -0.4636], Current Cost = 5010.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.0650, -0.6249]. Recommendation = [0.0, -0.2633, -0.4636], Current Cost = 5011.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.2879, -0.3483]. Recommendation = [0.0, -0.2633, -0.4636], Current Cost = 5012.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.0188, -0.5044]. Recommendation = [0.0, -0.2879, -0.3483], Current Cost = 5013.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.2498, -0.3133]. Recommendation = [0.0, -0.2879, -0.3483], Current Cost = 5014.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.0069, -0.7745]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5015.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.0398, -0.2529]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5016.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.5384, -0.1925]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5017.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.0868, 0.0202]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5018.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.4907, -0.0772]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5019.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.2689, 0.1264]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5020.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.3482, 0.1113]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5021.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.0753, -0.0695]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5022.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.2272, -0.3210]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5023.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.1702, -0.1324]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5024.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.2793, -0.6485]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5025.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.0495, 0.1564]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5026.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.1219, 0.2986]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5027.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.2221, 0.1785]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5028.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.4977, 0.0860]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5029.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.1655, 0.0430]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5030.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.6244, -0.0823]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5031.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.3220, 0.3624]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5032.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.0967, -0.7765]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5033.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.5936, 0.2406]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5034.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.4157, 0.4113]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5035.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.1125, 0.4739]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5036.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.0246, 0.3493]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5037.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.1861, 0.3970]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5038.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.3628, -0.0986]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5039.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.4009, -0.3905]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5040.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.2917, 0.0955]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5041.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.7009, -0.0167]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5042.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.2921, 0.5129]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5043.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.0421, -0.8956]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5044.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.0858, 0.1408]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5045.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.0611, 0.5939]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5046.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.4632, 0.6500]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5047.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.1801, 0.8449]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5048.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.3843, 0.5383]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5049.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.1981, 0.5633]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5050.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.7496, 0.3233]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5051.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, -0.7190, 0.5805]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5052.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.4428, -0.5396]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5053.00, Rho = 0.596
(iter 10) [0.0, -0.8180, -0.5704] = 299.3472, sampling [1.0, 0.4750, -0.1513]. Recommendation = [0.0, -0.2498, -0.3133], Current Cost = 5054.00, Rho = 0.596
