(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, -0.0967, 0.8449]. Recommendation = [0.0, 0.5693, 0.2959], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.0011, 0.0219]. Recommendation = [0.0, 0.5693, 0.2959], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, -0.4109, 1.6035]. Recommendation = [0.0, 0.5693, 0.2959], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.4268, -0.2400]. Recommendation = [0.0, 0.5693, 0.2959], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.5634, 0.9525]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, -0.6135, 0.5830]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.0891, 0.3973]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, -0.9495, 1.0719]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, -0.3520, 0.2715]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.9691, -0.1606]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, -0.5830, 0.9209]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.7164, 0.5925]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.8968, 1.5930]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.3416, 1.4648]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.9394, 1.1495]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.0987, -0.2489]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.3965, 0.0461]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 0.4133, 0.6549]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, -1.2649, 0.8167]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 1.4977, 1.5433]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.5693, 0.2959] = 456.0348, sampling [1.0, 1.2452, 1.2899]. Recommendation = [0.0, 0.3713, 0.1605], Current Cost = 5025.00, Rho = 1.000
