(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.1496, 0.2772]. Recommendation = [0.0, -0.0819, -0.1846], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.1884, -0.0638]. Recommendation = [0.0, -0.0819, -0.1846], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.1640, 0.0544]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.0895, 0.8061]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.4993, 0.5679]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.4481, 0.2327]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.4016, -0.4079]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.1061, -0.3150]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.4104, -0.1540]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.4871, 1.0805]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.0300, 0.4909]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.1441, -0.6615]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.2770, -0.3460]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.7089, 0.1819]. Recommendation = [0.0, 0.3132, 0.3114], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.3452, 0.3945]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.4237, 0.0325]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.7314, -0.2366]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.4071, 0.5156]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.3912, 0.1322]. Recommendation = [0.0, 0.1347, -0.0155], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.4599, -0.1257]. Recommendation = [0.0, -0.2954, 0.2006], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.2058, 1.1682]. Recommendation = [0.0, -0.2832, 0.0574], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.1248, 0.1435]. Recommendation = [0.0, -0.2832, 0.0574], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.2359, -0.0896]. Recommendation = [0.0, -0.2832, 0.0574], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.1319, 0.6546]. Recommendation = [0.0, -0.2832, 0.0574], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.2954, 0.2006]. Recommendation = [0.0, -0.2832, 0.0574], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, -0.5411, 0.3535]. Recommendation = [0.0, -0.2832, 0.0574], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.7758, 0.3648]. Recommendation = [0.0, -0.2832, 0.0574], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.6836, 0.8680]. Recommendation = [0.0, 0.4943, 0.3039], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.6109, 0.4824]. Recommendation = [0.0, 0.4943, 0.3039], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.0819, -0.1846] = 451.4692, sampling [1.0, 0.2363, -0.5817]. Recommendation = [0.0, 0.4943, 0.3039], Current Cost = 5034.00, Rho = 1.000
