(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 1.2046, -0.2209]. Recommendation = [0.0, 0.8930, -0.9234], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 1.2478, -0.5670]. Recommendation = [0.0, 1.2046, -0.2209], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.9947, 0.4281]. Recommendation = [0.0, 1.2046, -0.2209], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.9451, 0.6367]. Recommendation = [0.0, 0.9947, 0.4281], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.7129, 0.6031]. Recommendation = [0.0, 0.9451, 0.6367], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.8479, 0.7476]. Recommendation = [0.0, 0.7129, 0.6031], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.8983, 0.4982]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.6971, 0.6915]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.6357, 0.4707]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.7549, 0.3474]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.4996, 0.9288]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.5467, 0.3264]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.3723, 0.7054]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.6495, 0.2250]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.4223, 0.3380]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.5999, 0.2683]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.7340, 0.1122]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.3780, 0.0739]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.2886, 0.3104]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.5098, -0.1324]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.6048, 0.2117]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.2777, 0.6097]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.1804, 0.0574]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.3602, -0.2073]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.1845, -0.0273]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.8319, 1.1448]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 1.0180, 0.9722]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.9611, 0.7030]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.6417, 1.1671]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.1518, 0.5261]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.0192, 0.1627]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.0864, 0.0279]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.0925, -0.1455]. Recommendation = [0.0, 0.3592, 0.0689], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.3417, -0.3364]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 1.1739, 0.5865]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, -0.0645, 0.2579]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.1196, 0.7574]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.0299, -0.2820]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.0561, -0.1936]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.0697, -0.4078]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.2705, -0.4411]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 1.1085, 1.0679]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.9074, 1.2303]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.5169, -0.3683]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.2010, 1.0738]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.8031, 0.0187]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.4606, 0.8393]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, 0.3592, 0.0689]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, -0.0351, -0.2620]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.8930, -0.9234] = 160.1178, sampling [1.0, -0.2221, -0.0063]. Recommendation = [0.0, 0.8479, 0.7476], Current Cost = 5054.00, Rho = 1.000
