(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.1431, -0.0005]. Recommendation = [0.0, 1.0977, 0.6406], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.0797, -0.3747]. Recommendation = [0.0, 0.1431, -0.0005], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.3220, 0.5498]. Recommendation = [0.0, 0.1431, -0.0005], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.6072, -0.1114]. Recommendation = [0.0, 0.1431, -0.0005], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.3866, 0.2132]. Recommendation = [0.0, 0.1431, -0.0005], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.0615, 0.2425]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.3509, -0.1977]. Recommendation = [0.0, 0.2680, 0.1686], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.6662, 0.9340]. Recommendation = [0.0, 0.2680, 0.1686], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.9318, 0.1943]. Recommendation = [0.0, 0.2680, 0.1686], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.2111, -0.4134]. Recommendation = [0.0, 0.2680, 0.1686], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.2455, -0.1661]. Recommendation = [0.0, 0.2680, 0.1686], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.1949, 0.3019]. Recommendation = [0.0, 0.2680, 0.1686], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.2903, 0.3542]. Recommendation = [0.0, 0.2680, 0.1686], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.0634, 0.6612]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.4070, -0.0575]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.2748, -0.4742]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.5277, 0.2338]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.7994, 1.2809]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.4970, 0.8785]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.4231, -0.2821]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.2680, 0.1686]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.6376, 0.0559]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.1295, 0.4069]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.5350, 0.5818]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.0926, 1.1519]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.6908, 0.3501]. Recommendation = [0.0, 0.3866, 0.2132], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 1.0402, 0.7467]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 1.3931, 0.9233]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.3709, 0.1065]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.1120, 0.3984]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.7284, -0.6644]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.8714, -0.0465]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 1.1250, 1.4737]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.9780, 1.4182]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.4864, 1.3296]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.8119, 0.7255]. Recommendation = [0.0, -0.5112, 0.2688], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.9156, 0.3171]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.5567, 1.0154]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 1.1984, 1.7347]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.8391, 1.6740]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 1.4864, 1.5869]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 0.2191, 0.8071]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.8982, 0.6915]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.9501, 1.0740]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -1.1242, 0.9573]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.7959, 1.3720]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -1.0962, 0.4530]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -1.2078, 1.2420]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -1.0536, 1.1174]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -1.5316, 0.9863]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 1.3289, 1.8779]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 1.5115, 1.7729]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, 1.3644, 0.1498]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 1.0977, 0.6406] = 424.4296, sampling [1.0, -0.9711, 1.4072]. Recommendation = [0.0, 0.3709, 0.1065], Current Cost = 5058.00, Rho = 1.000
