(iter 5) [0.0, -0.6113, 0.8815] = 427.9178, sampling [0.0, -0.5135, 0.8187]. Recommendation = [0.0, -0.6113, 0.8815], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.6113, 0.8815] = 427.9178, sampling [0.0, -0.6557, 1.1018]. Recommendation = [0.0, -0.6113, 0.8815], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.6113, 0.8815] = 427.9178, sampling [0.0, -0.5381, 0.7157]. Recommendation = [0.0, -0.6113, 0.8815], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.5381, 0.7157] = 435.7783, sampling [0.0, -0.5482, 0.6037]. Recommendation = [0.0, -0.5381, 0.7157], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.5482, 0.6037] = 444.7130, sampling [0.0, -0.3686, 0.5172]. Recommendation = [0.0, -0.5482, 0.6037], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.5482, 0.6037] = 444.7130, sampling [0.0, -0.3977, 0.3675]. Recommendation = [0.0, -0.5482, 0.6037], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -0.3977, 0.3675] = 449.9636, sampling [0.0, -0.5713, 0.3494]. Recommendation = [0.0, -0.3977, 0.3675], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.5713, 0.3494] = 453.7780, sampling [0.0, -0.5909, 0.2593]. Recommendation = [0.0, -0.5713, 0.3494], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, -0.5713, 0.3494] = 453.7780, sampling [0.0, -0.8109, 0.4643]. Recommendation = [0.0, -0.5713, 0.3494], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, -0.5713, 0.3494] = 453.7780, sampling [0.0, -0.8592, 0.7885]. Recommendation = [0.0, -0.5713, 0.3494], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, -0.5713, 0.3494] = 453.7780, sampling [0.0, -0.9203, 0.7681]. Recommendation = [0.0, -0.5713, 0.3494], Current Cost = 15000.00, Rho = -1.230
