(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.0190, -0.2554]. Recommendation = [0.0, -0.4873, -0.4054], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.1941, 0.1452]. Recommendation = [0.0, -0.0190, -0.2554], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.4364, 0.2138]. Recommendation = [0.0, -0.1941, 0.1452], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.4786, -0.0869]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.0479, 0.3764]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.4322, 0.1373]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.5319, 0.4895]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.0292, 0.6901]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.3050, 0.7688]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.3995, 0.3296]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.8009, -0.1052]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.6424, 0.3084]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.4238, -0.3358]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -1.0401, 0.3025]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.7312, 1.0035]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.3836, 1.1217]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.1602, -0.3436]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.6508, 0.4777]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.2826, 0.8377]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.8233, 0.2267]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.6197, 0.7400]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.5441, 0.5991]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.0344, 1.2271]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.8142, 0.6603]. Recommendation = [0.0, 0.4364, 0.2138], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.7047, 1.0870]. Recommendation = [0.0, 0.8142, 0.6603], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.9556, 0.8811]. Recommendation = [0.0, 0.8142, 0.6603], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.7653, 0.8796]. Recommendation = [0.0, 0.7309, 0.7325], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.8444, -0.0294]. Recommendation = [0.0, 0.8142, 0.6603], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.4645, -0.2977]. Recommendation = [0.0, 0.8142, 0.6603], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.5039, 1.1600]. Recommendation = [0.0, 0.8142, 0.6603], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, -0.7053, 0.3842]. Recommendation = [0.0, 0.8142, 0.6603], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 0.9875, 1.1765]. Recommendation = [0.0, 0.8142, 0.6603], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 1.2060, 0.8507]. Recommendation = [0.0, 0.9032, 0.9413], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.4873, -0.4054] = 412.7623, sampling [1.0, 1.2828, 0.4607]. Recommendation = [0.0, 0.9032, 0.9413], Current Cost = 5038.00, Rho = 1.000
