(iter 5) [0.0, 0.9542, -0.1112] = 351.8909, sampling [0.0, 0.3503, 0.4231]. Recommendation = [0.0, 0.9542, -0.1112], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3503, 0.4231] = 446.8513, sampling [0.0, 0.6614, 0.1700]. Recommendation = [0.0, 0.3503, 0.4231], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.6614, 0.1700] = 449.0317, sampling [0.0, 0.5367, 0.6355]. Recommendation = [0.0, 0.6614, 0.1700], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.6614, 0.1700] = 449.0317, sampling [0.0, 0.9100, 0.4464]. Recommendation = [0.0, 0.6614, 0.1700], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, 0.6614, 0.1700] = 449.0317, sampling [0.0, 0.8482, 1.0862]. Recommendation = [0.0, 0.6614, 0.1700], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, 0.6614, 0.1700] = 449.0317, sampling [0.0, 0.5090, 0.9722]. Recommendation = [0.0, 0.6614, 0.1700], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, 0.6614, 0.1700] = 449.0317, sampling [0.0, 1.0921, 0.9021]. Recommendation = [0.0, 0.6614, 0.1700], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, 0.6614, 0.1700] = 449.0317, sampling [0.0, -0.0622, 0.5585]. Recommendation = [0.0, 0.6614, 0.1700], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, 0.6614, 0.1700] = 449.0317, sampling [0.0, 0.1804, 0.9271]. Recommendation = [0.0, 0.6614, 0.1700], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, 0.6614, 0.1700] = 449.0317, sampling [0.0, 1.1393, 1.3060]. Recommendation = [0.0, 0.6614, 0.1700], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 1.5551, 1.6785]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 1.4113, 1.1457]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 16000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 0.9294, 1.7052]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 17000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.1443, 0.0354]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 18000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.4361, 0.3776]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 19000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 0.0097, 0.3953]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 20000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.5453, 0.7490]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 21000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.7720, 0.2152]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 22000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.7425, 0.4925]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 23000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.5602, 0.1240]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 24000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 0.1612, -0.2266]. Recommendation = [0.0, -0.5221, 0.1843], Current Cost = 25000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 0.4734, -0.1160]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 26000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.2850, -0.2862]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 27000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.2928, 0.7611]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 28000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 1.2264, 1.9747]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 29000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 1.0726, 1.5490]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 30000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -1.1073, -0.0087]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 31000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 1.9745, 1.6239]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 32000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 0.7806, 1.2483]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 33000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 1.0338, 1.1911]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 34000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.6730, 1.2782]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 35000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.3913, 1.0523]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 36000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.9809, 0.4772]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 37000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.0111, -0.3125]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 38000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 1.1798, 0.6623]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 39000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.7288, -0.0399]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 40000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -1.2003, 0.7184]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 41000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, 0.3795, 1.4084]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 42000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.9453, 1.6615]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 43000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -1.1391, 1.3465]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 44000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -1.2734, 1.9659]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 45000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -1.2930, 1.6011]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 46000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -1.7186, 1.9936]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 47000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -1.4619, 1.8287]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 48000.00, Rho = -1.230
(iter 14) [0.0, 1.1393, 1.3060] = 456.2741, sampling [0.0, -0.6472, 1.8438]. Recommendation = [0.0, 1.1393, 1.3060], Current Cost = 49000.00, Rho = -1.230
