(iter 5) [0.0, 0.0434, -0.2600] = 448.5272, sampling [0.0, 0.3176, 0.6472]. Recommendation = [0.0, 0.0434, -0.2600], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.0434, -0.2600] = 448.5272, sampling [0.0, 0.2542, 1.4011]. Recommendation = [0.0, 0.0434, -0.2600], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.0434, -0.2600] = 448.5272, sampling [0.0, 0.5911, 0.1588]. Recommendation = [0.0, 0.0434, -0.2600], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.5911, 0.1588] = 452.5027, sampling [0.0, 0.0643, 0.2123]. Recommendation = [0.0, 0.5911, 0.1588], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.5911, 0.1588] = 452.5027, sampling [0.0, -0.2684, 0.7773]. Recommendation = [0.0, 0.5911, 0.1588], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.5911, 0.1588] = 452.5027, sampling [0.0, 0.8912, 0.8362]. Recommendation = [0.0, 0.5911, 0.1588], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.0393, 0.2447]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.2135, 1.9775]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.0145, 1.4336]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.8425, 1.8050]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.8075, 1.7464]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 15000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.5936, 0.9299]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 16000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.3786, 0.0451]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 17000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.8930, 0.1768]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 18000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.3838, 1.9978]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 19000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.9195, 1.7656]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 20000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.4401, 1.9609]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 21000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.6450, 1.0990]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 22000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.3858, 0.2315]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 23000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.2885, 0.4592]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 24000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.1350, 1.0231]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 25000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.3490, 1.5723]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 26000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.0998, 1.6558]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 27000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.0419, 1.1923]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 28000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.3435, 1.6318]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 29000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.0337, 0.6050]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 30000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.5139, 0.7600]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 31000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.3274, 1.2819]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 32000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.6924, 1.2073]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 33000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.3916, -0.3692]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 34000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.2174, 1.2727]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 35000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.6399, -0.1017]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 36000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.0112, 0.3746]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 37000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.2062, 0.8638]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 38000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.4978, 0.8894]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 39000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.1331, 1.6433]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 40000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.9752, 1.9466]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 41000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.2528, -0.3018]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 42000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.6309, -0.0427]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 43000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.9512, 0.3904]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 44000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.0193, -0.6076]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 45000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.2242, 0.5094]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 46000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.7398, 0.1933]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 47000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.4470, 1.3104]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 48000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.2087, -0.3436]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 49000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.4539, 1.8428]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 50000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.1733, 1.2572]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 51000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.3435, -0.8314]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 52000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.4857, 0.2632]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 53000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.4240, 1.8158]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 54000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 1.2468, 0.8121]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 55000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -1.4383, 1.8258]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 56000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.8611, 0.1060]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 57000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.8229, -0.3632]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 58000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.2680, -0.5224]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 59000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.0644, 0.8272]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 60000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.5976, 1.3181]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 61000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, -0.1927, -0.5416]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 62000.00, Rho = -1.230
(iter 10) [0.0, 0.8912, 0.8362] = 456.1120, sampling [0.0, 0.0585, -1.2093]. Recommendation = [0.0, 0.8912, 0.8362], Current Cost = 63000.00, Rho = -1.230
