(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.1073, -0.3609]. Recommendation = [0.0, 0.2341, -0.1388], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.2081, -0.0387]. Recommendation = [0.0, 0.2341, -0.1388], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.1053, 0.1236]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.4231, 0.1318]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.5368, -0.0259]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.3937, 0.2875]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.5201, 0.2502]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.5522, -0.2042]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.4733, 0.2995]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.3613, 0.3674]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.1604, 0.4808]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.5059, 0.4018]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.6589, 0.0168]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.4570, 0.5414]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.8186, 0.4427]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.7748, 0.6019]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.8744, 0.5257]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.3511, 0.6686]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.3060, 0.1768]. Recommendation = [0.0, -0.2081, -0.0387], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.4215, 0.0320]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.0886, 0.5733]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.2682, -0.4377]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.2551, -0.5714]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.9947, -0.0952]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.4882, 0.0142]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.4122, 0.3750]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.1779, 0.5479]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.5783, 0.9432]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.3144, 0.9565]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.6484, -0.0967]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.5612, -0.3114]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.1423, -0.6505]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.3882, -0.4679]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.7193, 0.9780]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.0654, -0.7224]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.6362, -0.2717]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.7265, -0.0595]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.6897, 1.2058]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.7311, 1.0173]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -1.1530, 0.9215]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -1.1226, 1.0485]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -1.1027, 1.1331]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -1.1476, 1.1868]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -1.0286, 1.3841]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.8350, 1.4963]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.0039, 1.0700]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.6117, -0.2323]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.1979, -0.6678]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.4636, -0.4636]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.8012, -0.4929]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.8257, 0.2287]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.6091, 0.8155]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.5730, 0.8944]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.7762, 0.7445]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.5589, 1.0999]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.3819, 1.4437]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -1.4860, 0.5877]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -1.0444, 1.5486]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.5952, 0.8716]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, 0.8146, -0.1218]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -1.0734, 1.6540]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.9081, 1.7091]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.2341, -0.1388] = 451.9636, sampling [1.0, -0.3329, -0.7677]. Recommendation = [0.0, 0.3060, 0.1768], Current Cost = 5067.00, Rho = 1.000
