(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.4584, -0.1842]. Recommendation = [0.0, 0.2070, -0.3876], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.2420, -0.2471]. Recommendation = [0.0, 0.4584, -0.1842], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.7860, 0.1831]. Recommendation = [0.0, 0.2420, -0.2471], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 1.0158, 0.0065]. Recommendation = [0.0, 0.2420, -0.2471], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.8826, 0.3968]. Recommendation = [0.0, 0.2420, -0.2471], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.1540, 0.2399]. Recommendation = [0.0, 0.2420, -0.2471], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.2976, 0.5406]. Recommendation = [0.0, 0.1540, 0.2399], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.0936, 0.0369]. Recommendation = [0.0, 0.1540, 0.2399], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.6249, 0.8399]. Recommendation = [0.0, 0.0936, 0.0369], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.9675, 0.5546]. Recommendation = [0.0, 0.0936, 0.0369], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.8678, 1.0209]. Recommendation = [0.0, 0.0936, 0.0369], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 1.2030, 0.9498]. Recommendation = [0.0, 0.0936, 0.0369], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 1.2278, 0.7022]. Recommendation = [0.0, 0.0936, 0.0369], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.4364, 0.8076]. Recommendation = [0.0, 0.0936, 0.0369], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.8257, 0.3457]. Recommendation = [0.0, 0.0936, 0.0369], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2070, -0.3876] = 437.1459, sampling [1.0, 0.1100, 0.3635]. Recommendation = [0.0, 0.0936, 0.0369], Current Cost = 5020.00, Rho = 1.000
