(iter 5) [0.0, -0.0798, -0.9199] = 369.3366, sampling [0.0, -0.2413, -1.0264]. Recommendation = [0.0, -0.0798, -0.9199], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0798, -0.9199] = 369.3366, sampling [0.0, -0.3541, -0.5276]. Recommendation = [0.0, -0.0798, -0.9199], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.3541, -0.5276] = 411.8357, sampling [0.0, -0.0427, -0.5454]. Recommendation = [0.0, -0.3541, -0.5276], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.0427, -0.5454] = 425.2686, sampling [0.0, -0.0938, -0.3477]. Recommendation = [0.0, -0.0427, -0.5454], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.0938, -0.3477] = 442.3970, sampling [0.0, 0.0650, -0.3085]. Recommendation = [0.0, -0.0938, -0.3477], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 0.0650, -0.3085] = 445.6462, sampling [0.0, -0.1651, -0.2028]. Recommendation = [0.0, 0.0650, -0.3085], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -0.1651, -0.2028] = 449.6502, sampling [0.0, -0.0075, -0.1634]. Recommendation = [0.0, -0.1651, -0.2028], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.0075, -0.1634] = 452.6124, sampling [0.0, 0.2712, -0.0232]. Recommendation = [0.0, -0.0075, -0.1634], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, 0.4275, -0.3593]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, 0.2106, 0.1519]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, -0.0509, 0.1993]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, -0.2632, 0.0243]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, -0.4008, -0.0597]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, -0.2863, 0.1907]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, 0.3503, 0.0061]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, -0.3964, -0.3739]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, -0.1092, 0.4233]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, 0.3134, 0.4728]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.2712, -0.0232] = 454.8335, sampling [0.0, 0.5495, 0.3867]. Recommendation = [0.0, 0.2712, -0.0232], Current Cost = 23000.00, Rho = -1.230
