(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.7575, -0.0779]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5005.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.9744, 0.4343]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5006.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.0770, 0.3935]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5007.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.4638, 0.3411]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5008.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.7120, 0.6119]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5009.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.9094, 0.6294]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5010.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.6338, -0.2244]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5011.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.2887, 0.0685]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5012.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.3852, 0.2393]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5013.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.4957, 0.6047]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5014.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.7964, -0.3827]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5015.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.1682, -0.1297]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5016.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.1182, 0.7194]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5017.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.5803, -0.2859]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5018.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.2422, 0.1776]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5019.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.6616, 0.9260]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5020.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.2762, 0.3599]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5021.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.0353, -0.5220]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5022.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.5240, -0.5690]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5023.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.0059, 0.4184]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5024.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.3436, 0.2770]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5025.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.0706, 0.9885]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5026.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.2396, -0.8160]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5027.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.0821, 0.1334]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5028.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.3113, 0.7799]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5029.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.1725, -0.2409]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5030.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.8641, 1.1848]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5031.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.2088, 0.7538]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5032.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.0606, 0.4957]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5033.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, 0.1154, -0.7481]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5034.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, 0.1828, -0.1934]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5035.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.1623, 1.2036]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5036.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, 0.1508, -0.0008]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5037.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.4433, 1.1445]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5038.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, 0.0787, -0.9422]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5039.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.6000, -0.9035]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5040.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.3849, 1.0162]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5041.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.9887, 1.4273]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5042.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -1.2430, 1.3090]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5043.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, -0.0031, -0.7897]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5044.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, 0.2817, 0.2636]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5045.00, Rho = 0.567
(iter 10) [0.0, -0.8802, 0.0464] = 399.7285, sampling [1.0, 0.0106, 0.7001]. Recommendation = [0.0, -0.8802, 0.0464], Current Cost = 5046.00, Rho = 0.567
