(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.2259, -0.8713]. Recommendation = [0.0, 0.1286, -0.8500], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.5170, -0.3628]. Recommendation = [0.0, 0.1286, -0.8500], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.6003, -0.6194]. Recommendation = [0.0, -0.5170, -0.3628], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.3553, -0.1034]. Recommendation = [0.0, -0.5170, -0.3628], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.4410, 0.3554]. Recommendation = [0.0, -0.3553, -0.1034], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.6912, 0.2710]. Recommendation = [0.0, -0.4410, 0.3554], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.5877, 0.3937]. Recommendation = [0.0, -0.4410, 0.3554], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.4740, 0.5607]. Recommendation = [0.0, -0.5877, 0.3937], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.1457, 0.0972]. Recommendation = [0.0, -0.5877, 0.3937], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.1177, -0.0670]. Recommendation = [0.0, -0.1457, 0.0972], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.3956, 0.4509]. Recommendation = [0.0, -0.1177, -0.0670], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.5336, 0.9738]. Recommendation = [0.0, -0.1177, -0.0670], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.0732, 0.4303]. Recommendation = [0.0, -0.1177, -0.0670], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.6152, 0.6881]. Recommendation = [0.0, -0.1177, -0.0670], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.0491, -0.2408]. Recommendation = [0.0, -0.1177, -0.0670], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.0403, -0.0482]. Recommendation = [0.0, -0.1177, -0.0670], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.7795, 0.3082]. Recommendation = [0.0, 0.0403, -0.0482], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.1189, 0.0291]. Recommendation = [0.0, 0.0403, -0.0482], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.1113, -0.3329]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.0977, 0.8915]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.0008, 0.3712]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.9352, -0.0899]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.1829, -0.2323]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.6427, 1.4273]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.7377, 1.0324]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.3044, -0.2664]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.3106, 0.9517]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.8764, 1.2738]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -1.0469, 0.9142]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -1.0804, 0.7886]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -1.1266, 1.0435]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -1.1184, 0.4934]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.4257, 0.1868]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.3320, 0.5165]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.4746, 0.0696]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.3994, 0.6411]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.5693, -0.0177]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.5767, -0.1794]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.2804, -0.6834]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.0698, 1.2147]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.5148, 0.7709]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.6826, 0.5515]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.7624, 0.5810]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.7740, 0.5422]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.6202, 0.8190]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.7176, 0.9334]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.8149, 1.1722]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.5587, 1.4489]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.9988, 1.1545]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 1.0541, 0.8744]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.9610, 0.6042]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 1.1433, 0.9024]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.9432, 1.4806]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 1.3152, 1.3188]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 1.0331, 1.7875]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.9545, 1.6516]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 1.4126, 1.0640]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -0.1925, 1.9805]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 0.7317, 0.0139]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, 1.1352, 0.6360]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -1.1615, 0.6731]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -1.2449, 1.0130]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -1.2848, 1.1125]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.1286, -0.8500] = 380.4587, sampling [1.0, -1.4629, 1.7258]. Recommendation = [0.0, 0.1189, 0.0291], Current Cost = 5068.00, Rho = 1.000
