(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.9418, 1.1852]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5005.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.6185, 0.7644]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5006.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.5553, 1.0966]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5007.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.1080, 0.9490]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5008.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.2089, 0.5680]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5009.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.8545, 0.8006]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5010.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.3201, 1.2162]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5011.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.6677, 0.5887]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5012.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.0686, 0.7707]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5013.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.5143, 0.6443]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5014.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.1553, 0.4483]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5015.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.1924, 1.0125]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5016.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.2486, 0.3296]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5017.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.6785, 0.3010]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5018.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.3366, 0.4925]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5019.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.8820, 0.4181]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5020.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.0846, 0.7162]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5021.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.7560, 1.1147]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5022.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.4503, 0.2408]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5023.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.1236, 0.2638]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5024.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.2915, 0.1274]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5025.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.0611, 0.0318]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5026.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.2485, 1.4710]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5027.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.1458, 1.5232]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5028.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.7716, 0.2848]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5029.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.7283, 1.2899]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5030.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.3981, 0.9129]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5031.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.3575, 1.0617]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5032.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.0920, 0.4962]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5033.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.4370, 1.5000]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5034.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.7819, 0.0599]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5035.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.0654, 0.6988]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5036.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.5096, 0.9694]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5037.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.9022, 0.5472]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5038.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.8193, 1.6705]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5039.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.4556, -0.1382]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5040.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.1759, 0.8572]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5041.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.2448, 0.9404]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5042.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.1416, -0.0819]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5043.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.5562, -0.0033]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5044.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.2254, -0.2089]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5045.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.4228, -0.0666]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5046.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.0383, -0.0357]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5047.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.2745, 1.2074]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5048.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.5498, 1.3456]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5049.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.9647, 0.2009]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5050.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.3415, 0.7413]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5051.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.1326, 1.7705]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5052.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.0397, 0.8405]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5053.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.9617, 0.6312]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5054.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.2484, 1.2470]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5055.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.5858, -0.2742]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5056.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.2749, 1.8700]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5057.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -1.4238, 1.8789]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5058.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 0.7249, 1.1590]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5059.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 1.0413, 1.0798]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5060.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, 1.1418, 0.4332]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5061.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.9058, -0.1683]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5062.00, Rho = 0.426
(iter 10) [0.0, -1.2997, 1.3390] = 438.7449, sampling [1.0, -0.4225, 0.9917]. Recommendation = [0.0, -1.2997, 1.3390], Current Cost = 5063.00, Rho = 0.426
