(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, 0.2275, -0.1432]. Recommendation = [0.0, 0.2472, -0.3174], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, 0.0037, -0.2809]. Recommendation = [0.0, 0.2275, -0.1432], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, 0.1562, -0.3269]. Recommendation = [0.0, 0.2275, -0.1432], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, 0.1613, 0.1842]. Recommendation = [0.0, 0.2275, -0.1432], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.0754, 0.2221]. Recommendation = [0.0, 0.1613, 0.1842], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.1689, -0.1464]. Recommendation = [0.0, 0.1613, 0.1842], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.0803, 0.4527]. Recommendation = [0.0, 0.1613, 0.1842], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.2844, 0.2663]. Recommendation = [0.0, 0.1613, 0.1842], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.1223, 0.3008]. Recommendation = [0.0, 0.1613, 0.1842], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.3813, 0.0900]. Recommendation = [0.0, 0.1613, 0.1842], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.3081, 0.4005]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.0369, 0.2722]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, 0.3023, 0.3131]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, 0.0454, 0.6746]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.4063, 0.6383]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.1799, 0.8383]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.4243, -0.0847]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.3305, -0.2680]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.5160, 0.1639]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.5468, 0.4991]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.2472, -0.3174] = 441.4045, sampling [1.0, -0.5682, 0.2286]. Recommendation = [0.0, -0.3813, 0.0900], Current Cost = 5025.00, Rho = 1.000
