(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.0452, 0.2290]. Recommendation = [0.0, 0.3087, -0.2049], Current Cost = 5005.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.0035, -0.1539]. Recommendation = [0.0, 0.3087, -0.2049], Current Cost = 5006.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.1426, 0.0473]. Recommendation = [0.0, 0.3087, -0.2049], Current Cost = 5007.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.0617, 0.6650]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5008.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.3041, 0.0953]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5009.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.4026, 0.3778]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5010.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.2243, -0.0655]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5011.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.4663, 0.7055]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5012.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.2151, 0.5529]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5013.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.1790, 0.9867]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5014.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.2670, 0.2171]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5015.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.5705, 0.1292]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5016.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.5990, 0.5978]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5017.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.3784, 1.0199]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5018.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.3990, 0.5135]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5019.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.1701, -0.1694]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5020.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.5584, -0.2853]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5021.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.6344, 0.4682]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5022.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.6216, 0.2638]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5023.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.1845, 0.1233]. Recommendation = [0.0, 0.1845, 0.1233], Current Cost = 5024.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.3869, -0.5894]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5025.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.0145, 0.5811]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5026.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, -0.2411, 0.7631]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5027.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.7921, 0.6893]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5028.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.5511, 0.8969]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5029.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.8339, 0.9928]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5030.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 1.0807, 0.4237]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5031.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 1.2483, 0.9400]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5032.00, Rho = 0.697
(iter 10) [0.0, 0.3087, -0.2049] = 446.8096, sampling [1.0, 0.9194, 1.2493]. Recommendation = [0.0, 0.1426, 0.0473], Current Cost = 5033.00, Rho = 0.697
