(iter 5) [0.0, 1.2849, 1.4724] = 453.0318, sampling [0.0, 0.6164, 1.0032]. Recommendation = [0.0, 1.2849, 1.4724], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.2849, 1.4724] = 453.0318, sampling [0.0, 1.2052, 0.7436]. Recommendation = [0.0, 1.2849, 1.4724], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.2849, 1.4724] = 453.0318, sampling [0.0, 0.4767, 0.3139]. Recommendation = [0.0, 1.2849, 1.4724], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.6045, 1.6492]. Recommendation = [0.0, 0.4767, 0.3139], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.1776, 0.7027]. Recommendation = [0.0, 0.4767, 0.3139], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.8064, 0.5308]. Recommendation = [0.0, 0.4767, 0.3139], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 1.7766, 0.9806]. Recommendation = [0.0, 0.4767, 0.3139], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.3933, -0.0578]. Recommendation = [0.0, 0.4767, 0.3139], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.1131, 0.1215]. Recommendation = [0.0, 0.4767, 0.3139], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.5622, -0.4450]. Recommendation = [0.0, 0.3490, 0.2410], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.8438, 1.1109]. Recommendation = [0.0, 0.3490, 0.2410], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.2608, 0.3325]. Recommendation = [0.0, 0.3490, 0.2410], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 1.2328, -0.7983]. Recommendation = [0.0, 0.3490, 0.2410], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, -0.1315, 1.1411]. Recommendation = [0.0, 0.3490, 0.2410], Current Cost = 18000.00, Rho = -1.230
(iter 7) [0.0, 0.4767, 0.3139] = 455.2747, sampling [0.0, 0.5840, 0.7551]. Recommendation = [0.0, 0.3490, 0.2410], Current Cost = 19000.00, Rho = -1.230
