(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.1458, 0.8469]. Recommendation = [0.0, -0.1748, 0.5269], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.5796, 1.0866]. Recommendation = [0.0, -0.1748, 0.5269], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.7397, 1.6398]. Recommendation = [0.0, -0.1748, 0.5269], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.2451, 1.1550]. Recommendation = [0.0, -0.1748, 0.5269], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.4464, 0.7010]. Recommendation = [0.0, -0.1748, 0.5269], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.0224, 0.3726]. Recommendation = [0.0, -0.1748, 0.5269], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.2866, 0.4289]. Recommendation = [0.0, 0.0224, 0.3726], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 1.0970, 1.1079]. Recommendation = [0.0, 0.2866, 0.4289], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.7354, 0.8948]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.6625, 0.5988]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.6042, 0.7496]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 1.3149, 1.5292]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 1.4043, 1.3644]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 1.0353, 0.5844]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.4567, 0.3493]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.2663, 0.1018]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, -0.0440, -0.0205]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.1246, 0.0101]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, -0.2492, -0.0475]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, -0.0648, -0.3053]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, -0.3193, -0.2842]. Recommendation = [0.0, -0.1012, -0.1139], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, -0.4498, -0.0787]. Recommendation = [0.0, -0.1012, -0.1139], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, -0.1012, -0.1139]. Recommendation = [0.0, -0.1012, -0.1139], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.6137, 0.0767]. Recommendation = [0.0, -0.2324, -0.0877], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.4032, -0.2464]. Recommendation = [0.0, -0.2324, -0.0877], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.8585, 0.0893]. Recommendation = [0.0, -0.2324, -0.0877], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, -0.2128, -0.5231]. Recommendation = [0.0, -0.2324, -0.0877], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, -0.5387, -0.5431]. Recommendation = [0.0, -0.2324, -0.0877], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.1748, 0.5269] = 430.2858, sampling [1.0, 0.7030, 1.0095]. Recommendation = [0.0, 1.0970, 1.1079], Current Cost = 5033.00, Rho = 1.000
