(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.1675, 0.2398]. Recommendation = [0.0, -0.2314, -0.1428], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.3368, 0.6915]. Recommendation = [0.0, -0.2314, -0.1428], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.0609, 0.2059]. Recommendation = [0.0, -0.2314, -0.1428], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.0684, -0.0181]. Recommendation = [0.0, 0.0609, 0.2059], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.0936, 0.5260]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.3351, -0.0048]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.3067, 0.2204]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.3940, 0.0278]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.1666, -0.1464]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.8138, 1.3081]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.3506, 0.3615]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.4429, 0.1053]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.5646, 0.2536]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.7977, 0.7164]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.6334, 0.7506]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.8587, 0.4248]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -1.0890, 0.6065]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.3331, -0.1818]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.6878, 0.1832]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.5478, 0.5869]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.7102, 0.3000]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.7674, 0.4690]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.2752, 0.9475]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.5980, 0.5745]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.6024, 0.8942]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.2545, 0.5111]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.4047, 0.0036]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -1.3671, 1.3516]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.8362, 0.6531]. Recommendation = [0.0, 0.0684, -0.0181], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.9511, 0.6585]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.5159, 0.7546]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.7347, 0.1595]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.2899, -0.2105]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -1.3085, 0.8066]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -1.1781, 1.6881]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.9434, 1.6071]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.0657, 0.6797]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.2840, 1.0828]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.9719, 0.9132]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.9136, 1.0579]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.6673, 1.1103]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 1.0556, 1.0416]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 1.1471, 0.8800]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -1.0016, 0.4005]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 1.1138, 0.0449]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -1.1918, 1.9017]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.7609, -0.1156]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, -0.4368, -0.3129]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.2314, -0.1428] = 450.9299, sampling [1.0, 0.7791, 1.1564]. Recommendation = [0.0, 0.8362, 0.6531], Current Cost = 5053.00, Rho = 1.000
