(iter 5) [0.0, -0.4368, -0.1102] = 445.1776, sampling [0.0, -0.1417, 0.0323]. Recommendation = [0.0, -0.4368, -0.1102], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, 0.0992, -0.2623]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, 0.1747, 0.1369]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, 0.0119, 0.2616]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, -0.3552, 0.2813]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, -0.2251, 0.3746]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, 0.0371, 0.6096]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, 0.4423, -0.0743]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, 0.4019, -0.4130]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, 0.0835, -0.4402]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, -0.3285, 0.5127]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, -0.4900, 0.3041]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, -0.1417, 0.0323] = 454.9816, sampling [0.0, -0.4177, 0.3488]. Recommendation = [0.0, -0.1417, 0.0323], Current Cost = 17000.00, Rho = -1.230
