(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.2408, 0.2705]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.1742, 0.0738]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.9455, 0.6907]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.3573, -0.0832]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.0067, 1.2192]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.3727, 1.0984]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.0239, -0.2211]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.6405, 0.0847]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.4445, 0.5752]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.2120, -0.0359]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.0473, 0.2370]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.2168, 0.1797]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.5864, 0.9883]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.2696, 0.1061]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.8750, 1.6175]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.3488, 1.3199]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.2091, -0.3541]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.1493, 0.5199]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.7648, -0.3191]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.5585, 0.2905]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.7115, 1.3306]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.0112, 1.0254]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.2378, -0.2822]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.4031, 1.7369]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.0238, 0.9344]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.2336, 1.2369]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.3860, 0.3659]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.7047, 0.8021]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.3973, -0.2309]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.3285, 0.4321]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.1885, 0.6341]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.0108, 0.4506]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, 0.5311, -0.0155]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.0881, -0.2466]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.9264, 1.4030]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.9880, 0.3781]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -0.3171, 1.5130]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.4249, -0.0212] = 451.8979, sampling [1.0, -1.4740, 1.5969]. Recommendation = [0.0, 0.4249, -0.0212], Current Cost = 5042.00, Rho = 1.000
