(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.3747, -0.0319]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.7101, 0.2202]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.2021, 0.1504]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.1093, -0.4904]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.6812, 0.3331]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.2258, 0.6585]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.0305, -0.2045]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.8026, 0.2887]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.6435, 0.5870]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.5157, 1.6065]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.9030, 0.0990]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.1622, -0.4523]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.7398, -0.2306]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.0463, -0.6838]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.0749, 0.0746]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.2171, -0.3978]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.1809, 0.0436]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.9464, 0.2437]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.0839, 0.3743]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.2750, 1.2914]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.0783, 0.2259]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.0315, -0.0452]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.1865, 0.9026]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.8387, 0.8034]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.8362, 1.7043]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.4503, -0.5421]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -1.1403, 0.4570]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.3609, -0.6531]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.2425, 0.0512]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.6586, 1.8788]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.0361, -0.6031]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.3311, 0.8384]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.0925, 0.5545]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.6908, 0.5369]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.4013, -0.8380]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 1.0419, 1.7226]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.3860, 0.4243]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.5462, 1.1332]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.4776, 0.0119]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -1.1162, -0.1193]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.1187, -1.0274]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.8888, 1.2300]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.0567, 0.7788]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.2005, -1.0655]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.6263, 0.6459]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.3144, 1.8473]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 1.2030, 1.7478]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.9094, 1.3091]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.5031, 0.7981]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -1.2921, 1.0304]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.2615, -0.9127]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.0042, 0.5040]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 0.5866, -0.3807]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, 1.1733, 1.5406]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -1.0759, 0.3521]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.8160, 0.1267] = 423.9354, sampling [1.0, -0.9715, 0.9456]. Recommendation = [0.0, -0.8160, 0.1267], Current Cost = 5060.00, Rho = 1.000
