(iter 5) [0.0, -0.4824, -0.1091] = 442.4204, sampling [0.0, -0.8580, 0.6805]. Recommendation = [0.0, -0.4824, -0.1091], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.8580, 0.6805] = 452.5375, sampling [0.0, -0.9303, 1.2663]. Recommendation = [0.0, -0.8580, 0.6805], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.8580, 0.6805] = 452.5375, sampling [0.0, -1.2686, 0.9037]. Recommendation = [0.0, -0.8580, 0.6805], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.8580, 0.6805] = 452.5375, sampling [0.0, -0.4281, 0.6153]. Recommendation = [0.0, -0.8580, 0.6805], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.8580, 0.6805] = 452.5375, sampling [0.0, -1.1364, 0.1938]. Recommendation = [0.0, -0.8580, 0.6805], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.8580, 0.6805] = 452.5375, sampling [0.0, -0.3659, 0.1900]. Recommendation = [0.0, -0.8580, 0.6805], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -0.3659, 0.1900] = 454.1199, sampling [0.0, -0.5038, 1.1800]. Recommendation = [0.0, -0.3659, 0.1900], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, -0.3659, 0.1900] = 454.1199, sampling [0.0, -0.6597, 0.4646]. Recommendation = [0.0, -0.3659, 0.1900], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, -0.3659, 0.1900] = 454.1199, sampling [0.0, -1.0273, 1.7462]. Recommendation = [0.0, -0.3659, 0.1900], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, -0.3659, 0.1900] = 454.1199, sampling [0.0, -1.7516, 1.1228]. Recommendation = [0.0, -0.3659, 0.1900], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, -0.3659, 0.1900] = 454.1199, sampling [0.0, -0.8832, 0.9786]. Recommendation = [0.0, -0.3659, 0.1900], Current Cost = 15000.00, Rho = -1.230
(iter 10) [0.0, -0.3659, 0.1900] = 454.1199, sampling [0.0, 0.2537, 0.3028]. Recommendation = [0.0, -0.3659, 0.1900], Current Cost = 16000.00, Rho = -1.230
(iter 10) [0.0, -0.3659, 0.1900] = 454.1199, sampling [0.0, -0.0746, 0.1137]. Recommendation = [0.0, -0.3659, 0.1900], Current Cost = 17000.00, Rho = -1.230
(iter 10) [0.0, -0.3659, 0.1900] = 454.1199, sampling [0.0, -0.0048, 0.5991]. Recommendation = [0.0, -0.2865, 0.1595], Current Cost = 18000.00, Rho = -1.230
