(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 0.7719, 1.5545]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5005.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 0.3348, 1.1467]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5006.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 1.0045, 1.4376]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5007.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 0.6936, 1.3326]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5008.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.2646, 0.7231]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5009.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.6173, 0.1328]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5010.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.2154, 0.3630]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5011.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 0.1249, 0.5699]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5012.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 0.2056, 0.8139]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5013.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.2524, 0.1084]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5014.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.5239, 0.0264]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5015.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.0770, 0.3260]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5016.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 1.2067, 1.6533]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5017.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.8617, 0.3387]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5018.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.3877, 0.6361]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5019.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.8776, 0.0767]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5020.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.7084, 0.8319]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5021.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.4638, 1.0392]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5022.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 0.0948, 1.1924]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5023.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, -0.9478, 0.7375]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5024.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 1.3466, 1.4420]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5025.00, Rho = 0.293
(iter 10) [0.0, 1.1922, 1.7346] = 446.4529, sampling [1.0, 1.0213, 1.0510]. Recommendation = [0.0, 1.1922, 1.7346], Current Cost = 5026.00, Rho = 0.293
