(iter 5) [0.0, 0.2744, -0.0794] = 453.3818, sampling [0.0, -0.4443, 0.1250]. Recommendation = [0.0, 0.2744, -0.0794], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, -1.2004, 0.3553]. Recommendation = [0.0, -0.4443, 0.1250], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, -0.0932, 0.4641]. Recommendation = [0.0, -0.4443, 0.1250], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, -0.2105, -0.2545]. Recommendation = [0.0, -0.4443, 0.1250], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, -0.5645, 0.6136]. Recommendation = [0.0, 0.0378, -0.0357], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, -0.8168, 1.7132]. Recommendation = [0.0, -0.2876, 0.2038], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, -1.5912, 1.1688]. Recommendation = [0.0, -0.2876, 0.2038], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, -0.7955, -0.3649]. Recommendation = [0.0, -0.2876, 0.2038], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, -0.2904, 0.9670]. Recommendation = [0.0, -0.2876, 0.2038], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -0.4443, 0.1250] = 453.6894, sampling [0.0, 0.0589, 0.0392]. Recommendation = [0.0, -0.2876, 0.2038], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, 0.0589, 0.0392] = 455.2866, sampling [0.0, -0.3780, -0.7203]. Recommendation = [0.0, 0.0378, -0.0357], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, 0.0589, 0.0392] = 455.2866, sampling [0.0, -0.4013, 0.3807]. Recommendation = [0.0, 0.0378, -0.0357], Current Cost = 16000.00, Rho = -1.230
(iter 14) [0.0, 0.0589, 0.0392] = 455.2866, sampling [0.0, -0.8012, 0.1475]. Recommendation = [0.0, 0.0378, -0.0357], Current Cost = 17000.00, Rho = -1.230
(iter 14) [0.0, 0.0589, 0.0392] = 455.2866, sampling [0.0, -0.1406, 1.6375]. Recommendation = [0.0, 0.0378, -0.0357], Current Cost = 18000.00, Rho = -1.230
(iter 14) [0.0, 0.0589, 0.0392] = 455.2866, sampling [0.0, -1.2289, -1.0889]. Recommendation = [0.0, 0.0378, -0.0357], Current Cost = 19000.00, Rho = -1.230
(iter 14) [0.0, 0.0589, 0.0392] = 455.2866, sampling [0.0, 0.0677, -0.4158]. Recommendation = [0.0, 0.0378, -0.0357], Current Cost = 20000.00, Rho = -1.230
(iter 14) [0.0, 0.0589, 0.0392] = 455.2866, sampling [0.0, -0.4318, -0.1871]. Recommendation = [0.0, 0.0378, -0.0357], Current Cost = 21000.00, Rho = -1.230
