(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.6234, -0.3179]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5005.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.5752, -0.1427]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5006.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.5406, -0.0058]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5007.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.4529, -0.2444]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5008.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.5094, -0.0548]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5009.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.8768, 0.1515]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5010.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.9659, -0.2321]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5011.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.3951, -0.6927]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5012.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.1134, -0.2030]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5013.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.3331, 0.2526]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5014.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, 0.0249, -0.4623]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5015.00, Rho = 0.791
(iter 10) [0.0, -0.6287, -0.1213] = 426.9682, sampling [1.0, -0.1828, -0.6622]. Recommendation = [0.0, -0.6287, -0.1213], Current Cost = 5016.00, Rho = 0.791
