(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, 0.5706, 0.9394]. Recommendation = [0.0, -0.4085, 0.9017], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, 0.2031, 0.6683]. Recommendation = [0.0, 0.5706, 0.9394], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, 0.1489, 1.2693]. Recommendation = [0.0, 0.5706, 0.9394], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, 0.7224, 0.5590]. Recommendation = [0.0, 0.5706, 0.9394], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, 1.0233, 1.1964]. Recommendation = [0.0, 0.7224, 0.5590], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, 1.0886, 0.6534]. Recommendation = [0.0, 0.7224, 0.5590], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, 0.6665, 1.8415]. Recommendation = [0.0, 0.7224, 0.5590], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, -0.1006, 0.2156]. Recommendation = [0.0, 0.7224, 0.5590], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, 0.4277, 0.1848]. Recommendation = [0.0, 0.7224, 0.5590], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, -0.7475, 0.3846]. Recommendation = [0.0, 0.5157, 0.4130], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4085, 0.9017] = 400.3233, sampling [1.0, -1.0281, 0.8886]. Recommendation = [0.0, 0.5157, 0.4130], Current Cost = 5015.00, Rho = 1.000
