(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.6078, -0.0399]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.0876, -0.3565]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.3133, 0.4109]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.7070, 0.3659]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.3593, -0.0481]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, 0.1434, -0.3059]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.6236, 0.8621]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -1.0985, 0.1231]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, 0.1785, 0.5202]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.8975, 0.7073]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.5328, 0.6193]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.2913, -0.5831]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, 0.2080, -0.5517]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, 0.4960, 0.1575]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, 0.3889, -0.3018]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, 0.0343, 0.0914]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.3309, -0.1898]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.1508, 0.4866]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.8065, -0.4553]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.3426, 0.7927]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.9219, 0.9308]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.6653, 0.5430]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.2607, 0.3277]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -0.5205, 1.3750]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -1.2563, 0.9983]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, 0.2582, 1.2094]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.0435, 0.0568] = 454.9094, sampling [1.0, -1.1400, 0.3804]. Recommendation = [0.0, -0.0435, 0.0568], Current Cost = 5031.00, Rho = 1.000
