(iter 5) [0.0, -1.0213, 0.4342] = 415.1473, sampling [0.0, 0.0057, 0.7782]. Recommendation = [0.0, -1.0213, 0.4342], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -1.0213, 0.4342] = 415.1473, sampling [0.0, -0.7392, 1.1463]. Recommendation = [0.0, -1.0213, 0.4342], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.7392, 1.1463] = 417.2950, sampling [0.0, -0.0961, 1.5696]. Recommendation = [0.0, -0.7392, 1.1463], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.7392, 1.1463] = 417.2950, sampling [0.0, 0.5432, 0.0312]. Recommendation = [0.0, -0.7392, 1.1463], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.5432, 0.0312] = 449.1282, sampling [0.0, -0.1665, 0.2252]. Recommendation = [0.0, 0.5432, 0.0312], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -0.1665, 0.2252] = 451.0393, sampling [0.0, -0.4556, 0.7437]. Recommendation = [0.0, -0.1665, 0.2252], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, -0.1665, 0.2252] = 451.0393, sampling [0.0, 0.3860, 0.5405]. Recommendation = [0.0, -0.1665, 0.2252], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, -0.1665, 0.2252] = 451.0393, sampling [0.0, 0.9899, -0.4927]. Recommendation = [0.0, -0.1665, 0.2252], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, -0.1665, 0.2252] = 451.0393, sampling [0.0, 0.2251, 0.3070]. Recommendation = [0.0, -0.1665, 0.2252], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, -0.1665, 0.2252] = 451.0393, sampling [0.0, 0.6771, 0.8639]. Recommendation = [0.0, -0.1665, 0.2252], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, -0.1665, 0.2252] = 451.0393, sampling [0.0, 0.7938, 0.3768]. Recommendation = [0.0, -0.1665, 0.2252], Current Cost = 15000.00, Rho = -1.230
(iter 9) [0.0, -0.1665, 0.2252] = 451.0393, sampling [0.0, 0.1020, -0.3084]. Recommendation = [0.0, -0.1665, 0.2252], Current Cost = 16000.00, Rho = -1.230
