(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.1221, 0.4872]. Recommendation = [0.0, -0.3591, -0.2871], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, -0.1568, 0.1545]. Recommendation = [0.0, -0.1568, 0.1545], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.0381, 0.0594]. Recommendation = [0.0, -0.1568, 0.1545], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.6364, 0.8498]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.5470, 0.1734]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.2313, 0.1880]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.8264, 0.4670]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 1.0945, 0.9115]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.7294, 1.2617]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.7148, 0.6421]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 1.0529, 0.6041]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.2966, 0.3489]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, -0.2642, 0.5127]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, -0.0618, -0.0132]. Recommendation = [0.0, 0.0381, 0.0594], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, -0.3004, 0.2691]. Recommendation = [0.0, -0.0618, -0.0132], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.2225, 0.9506]. Recommendation = [0.0, -0.0618, -0.0132], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 0.3680, -0.0980]. Recommendation = [0.0, -0.0618, -0.0132], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, -0.1397, 0.2738]. Recommendation = [0.0, -0.0618, -0.0132], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.3591, -0.2871] = 437.1427, sampling [1.0, 1.1957, 1.1740]. Recommendation = [0.0, -0.0618, -0.0132], Current Cost = 5023.00, Rho = 1.000
