(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.4067, 0.0146]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.1312, 0.1457]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, -0.0469, 0.6775]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.2733, 0.4310]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.0170, -0.0933]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.2937, -0.3403]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, -0.2692, 1.3056]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, -0.3006, 0.1233]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.1874, 0.3064]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, -0.6073, 0.6043]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.6268, 0.3933]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.3255, 0.7615]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.7736, -0.2830]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.4383, -0.2554] = 435.9583, sampling [1.0, 0.0678, 0.0949]. Recommendation = [0.0, 0.4383, -0.2554], Current Cost = 5018.00, Rho = 1.000
