(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.1465, -0.1186]. Recommendation = [0.0, 0.9942, 1.3735], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.1378, 0.3678]. Recommendation = [0.0, 0.1465, -0.1186], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.3581, -0.0627]. Recommendation = [0.0, 0.1465, -0.1186], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.2822, 0.2197]. Recommendation = [0.0, 0.1465, -0.1186], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.2331, 0.0350]. Recommendation = [0.0, 0.1465, -0.1186], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.5045, 0.8799]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.0170, 0.7893]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.4224, 0.3985]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.3102, -0.3090]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.1998, 0.6668]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.7659, 1.1927]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.3953, 0.5343]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.6744, 0.1209]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.5401, -0.0981]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.2161, 0.2032]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.9240, 0.5536]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.5104, 0.9065]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, 0.4460, 1.2630]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.9942, 1.3735] = 441.4773, sampling [1.0, -0.9888, 0.8542]. Recommendation = [0.0, 0.2331, 0.0350], Current Cost = 5023.00, Rho = 1.000
