(iter 5) [0.0, 0.6774, -0.1815] = 415.1953, sampling [0.0, 0.7665, -0.3715]. Recommendation = [0.0, 0.6774, -0.1815], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.6774, -0.1815] = 415.1953, sampling [0.0, 0.7375, 0.0353]. Recommendation = [0.0, 0.6774, -0.1815], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.7375, 0.0353] = 430.3664, sampling [0.0, 0.4269, 0.1198]. Recommendation = [0.0, 0.7375, 0.0353], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.4269, 0.1198] = 455.5823, sampling [0.0, 0.4701, 0.2365]. Recommendation = [0.0, 0.4269, 0.1198], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, 0.1756, 0.2838]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, 0.1392, 0.0611]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, 0.2072, -0.1551]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, 0.1055, -0.0966]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.0914, 0.3415]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, 0.2380, 0.6121]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.2015, 0.5414]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.2739, 0.0970]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.0431, -0.2116]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.3115, -0.0235]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.5071, 0.4881]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.2670, 0.7676]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 20000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.2993, 0.5151]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 21000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.6487, 0.3119]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 22000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.6197, 0.7831]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 23000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.6035, 0.0142]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 24000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.6920, 0.1836]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 25000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.8949, 0.5079]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 26000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.9403, 0.8511]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 27000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.6561, 0.9786]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 28000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -1.0814, 0.6571]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 29000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.8487, 1.1102]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 30000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, 0.4083, 0.5746]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 31000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.3713, 1.1022]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 32000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.1195, -0.3066]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 33000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.9736, 0.8909]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 34000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, 0.1582, -0.1340]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 35000.00, Rho = -1.230
(iter 8) [0.0, 0.4701, 0.2365] = 455.9954, sampling [0.0, -0.5416, 0.4721]. Recommendation = [0.0, 0.4701, 0.2365], Current Cost = 36000.00, Rho = -1.230
