(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.4602, -0.6288]. Recommendation = [0.0, -0.0529, -1.0624], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.5551, -0.2537]. Recommendation = [0.0, 0.4602, -0.6288], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.3906, -0.0366]. Recommendation = [0.0, 0.5551, -0.2537], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.5035, 0.0076]. Recommendation = [0.0, 0.3906, -0.0366], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.4059, 0.1847]. Recommendation = [0.0, 0.3906, -0.0366], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.3558, 0.3301]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.4841, 0.3728]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.2820, 0.4050]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.0091, 0.0430]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.0189, 0.4461]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.0381, -0.1812]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.4236, -0.3589]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.2187, 0.2471]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.0670, 0.3986]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.1549, -0.6213]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.1296, 0.8884]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.2966, -0.1430]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.3689, 0.2175]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, 0.7313, -0.2165]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.5807, 0.3038]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.6216, 0.7129]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.3302, 0.8628]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0529, -1.0624] = 341.7208, sampling [1.0, -0.6258, -0.0308]. Recommendation = [0.0, 0.4059, 0.1847], Current Cost = 5027.00, Rho = 1.000
