(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.2863, -0.0015]. Recommendation = [0.0, -0.4235, -0.3090], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.4853, 0.0146]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.3138, 0.2568]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.0517, 0.1530]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.1378, 0.2802]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.4492, 0.3115]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.3438, 0.3432]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.0310, 0.5276]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, -0.4688, 0.4863]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, 0.0855, -0.1302]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4235, -0.3090] = 430.4198, sampling [1.0, 0.1785, -0.1059]. Recommendation = [0.0, -0.2863, -0.0015], Current Cost = 5015.00, Rho = 1.000
