(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.0055, 0.0663]. Recommendation = [0.0, -0.7773, -0.4263], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.2887, 0.4430]. Recommendation = [0.0, 0.0055, 0.0663], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.4233, 0.0260]. Recommendation = [0.0, 0.0055, 0.0663], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.3987, 0.4192]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.0982, 0.3627]. Recommendation = [0.0, 0.0055, 0.0663], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.1709, 0.8707]. Recommendation = [0.0, 0.0055, 0.0663], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.6651, 0.3196]. Recommendation = [0.0, 0.0055, 0.0663], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.1760, -0.0147]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.5686, 0.1906]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.7225, 0.7315]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.2261, -0.2874]. Recommendation = [0.0, 0.3510, 0.2983], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.4552, 0.5636]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.4326, -0.3343]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.3323, 0.8363]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.0782, -0.3603]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.7079, -0.0613]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.0315, 0.5357]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.7888, 1.0508]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.6063, 0.8991]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.3510, 0.2983]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.2585, -0.1152]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.7921, 0.5791]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.2426, 1.3435]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.9953, 0.2725]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.7361, 0.9509]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.6112, 0.8182]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.8862, -0.0822]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.0955, -0.1982]. Recommendation = [0.0, 0.0955, -0.1982], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.2843, 0.5952]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -1.2609, 0.7853]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.9545, 0.6375]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -1.0540, 1.2193]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.7318, 1.1806]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.2166, 1.4644]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.3561, -0.5211]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -1.1425, 1.5187]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -0.7057, 1.7244]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -1.5686, 1.3632]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.5680, 0.4550]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -1.1545, 1.2929]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, -1.4043, 0.9932]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 1.2204, 0.8526]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 0.9957, 1.1247]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 1.3086, 1.3474]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 1.1020, 1.5892]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 1.5478, 1.7599]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.7773, -0.4263] = 346.9503, sampling [1.0, 1.6977, 1.3930]. Recommendation = [0.0, 0.3827, 0.0966], Current Cost = 5051.00, Rho = 1.000
