(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.3785, 0.3610]. Recommendation = [0.0, 0.5898, -0.4600], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.0018, 0.3882]. Recommendation = [0.0, -0.3785, 0.3610], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.0762, 0.0842]. Recommendation = [0.0, -0.3785, 0.3610], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.5999, 0.5912]. Recommendation = [0.0, -0.0762, 0.0842], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.2521, 0.6463]. Recommendation = [0.0, -0.0762, 0.0842], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.3179, 0.2376]. Recommendation = [0.0, -0.0762, 0.0842], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.0638, 0.0042]. Recommendation = [0.0, -0.0762, 0.0842], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.2619, 0.1513]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.4984, 0.1300]. Recommendation = [0.0, -0.0977, 0.2727], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.0977, 0.2727]. Recommendation = [0.0, -0.4009, 0.2010], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.2038, -0.2914]. Recommendation = [0.0, -0.4009, 0.2010], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.5964, -0.0917]. Recommendation = [0.0, -0.4009, 0.2010], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.3857, 0.5067]. Recommendation = [0.0, -0.4009, 0.2010], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.2782, 0.4363]. Recommendation = [0.0, -0.4009, 0.2010], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.4009, 0.2010]. Recommendation = [0.0, -0.4009, 0.2010], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.2341, 0.3262]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.1013, 0.6316]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.7550, 0.5952]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.4925, 0.7885]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.5436, -0.2237]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.1333, 0.5165]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.3674, 0.0776]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.1241, 0.0239]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, -0.7798, 0.7477]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.6933, 0.3112]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.5898, -0.4600] = 390.8540, sampling [1.0, 0.4922, 0.6865]. Recommendation = [0.0, 0.0638, 0.0042], Current Cost = 5030.00, Rho = 1.000
