(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.1576, 0.6182]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.7770, 0.7937]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.0343, 0.2886]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.8179, 1.2104]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.4858, 0.7000]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -1.0494, 0.9231]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, 0.3186, 0.5946]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.4105, 1.0960]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.9050, 0.7414]. Recommendation = [0.0, 0.3989, -0.0672], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.1735, 0.0533]. Recommendation = [0.0, -0.9050, 0.7414], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.6743, 0.6476]. Recommendation = [0.0, -0.1735, 0.0533], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.5548, 0.0988]. Recommendation = [0.0, -0.1735, 0.0533], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.3384, 0.0201]. Recommendation = [0.0, -0.1735, 0.0533], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.8067, 1.0225]. Recommendation = [0.0, -0.1735, 0.0533], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.3989, -0.0672] = 450.8127, sampling [1.0, -0.0990, -0.0310]. Recommendation = [0.0, -0.1735, 0.0533], Current Cost = 5019.00, Rho = 1.000
