(iter 5) [0.0, 0.2887, 0.8820] = 392.0111, sampling [0.0, -0.3015, 1.1140]. Recommendation = [0.0, 0.2887, 0.8820], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.2887, 0.8820] = 392.0111, sampling [0.0, -0.7861, 0.5879]. Recommendation = [0.0, 0.2887, 0.8820], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -1.1862, 0.5351]. Recommendation = [0.0, -0.7861, 0.5879], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -0.4930, 0.4506]. Recommendation = [0.0, -0.7861, 0.5879], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -0.7270, 0.8559]. Recommendation = [0.0, -0.7861, 0.5879], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -0.1068, 0.6336]. Recommendation = [0.0, -0.7861, 0.5879], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -0.7023, 0.1405]. Recommendation = [0.0, -0.5527, 0.5500], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -0.4448, 0.7900]. Recommendation = [0.0, -0.6528, 0.4419], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -0.8249, 1.3651]. Recommendation = [0.0, -0.6528, 0.4419], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -1.1736, 0.9518]. Recommendation = [0.0, -0.7861, 0.5879], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -0.2675, 1.8431]. Recommendation = [0.0, -0.7861, 0.5879], Current Cost = 15000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -1.6859, 0.0582]. Recommendation = [0.0, -0.7861, 0.5879], Current Cost = 16000.00, Rho = -1.230
(iter 6) [0.0, -0.7861, 0.5879] = 453.0195, sampling [0.0, -0.4546, 0.1941]. Recommendation = [0.0, -0.7861, 0.5879], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -0.7615, 1.0718]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -0.0607, 0.2347]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 19000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -0.1880, 0.3921]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 20000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -1.1109, 1.2015]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 21000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -0.6235, 0.3224]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 22000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -1.0647, 0.7789]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 23000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -0.2066, -0.1901]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 24000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -0.5011, 0.0418]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 25000.00, Rho = -1.230
(iter 17) [0.0, -0.4546, 0.1941] = 454.1684, sampling [0.0, -0.0910, 0.0818]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 26000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, 0.2200, 0.4922]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 27000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, 0.1510, 0.1896]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 28000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, -1.1284, 1.8989]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 29000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, -1.0966, 1.4795]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 30000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, -1.4738, 1.9394]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 31000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, -1.7980, 1.8864]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 32000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, -1.3052, 1.4915]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 33000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, -0.9950, 1.6981]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 34000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, -0.5527, 0.5500]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 35000.00, Rho = -1.230
(iter 26) [0.0, -0.0910, 0.0818] = 454.5694, sampling [0.0, 0.5127, 0.3780]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 36000.00, Rho = -1.230
(iter 36) [0.0, 0.5127, 0.3780] = 454.7378, sampling [0.0, 0.5724, 0.7055]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 37000.00, Rho = -1.230
(iter 36) [0.0, 0.5127, 0.3780] = 454.7378, sampling [0.0, 0.9187, 1.3449]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 38000.00, Rho = -1.230
(iter 36) [0.0, 0.5127, 0.3780] = 454.7378, sampling [0.0, 0.5303, 1.3956]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 39000.00, Rho = -1.230
(iter 36) [0.0, 0.5127, 0.3780] = 454.7378, sampling [0.0, 0.8293, 0.8384]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 40000.00, Rho = -1.230
(iter 36) [0.0, 0.5127, 0.3780] = 454.7378, sampling [0.0, 1.1344, 0.9244]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 41000.00, Rho = -1.230
(iter 36) [0.0, 0.5127, 0.3780] = 454.7378, sampling [0.0, 1.2365, 1.2566]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 42000.00, Rho = -1.230
(iter 36) [0.0, 0.5127, 0.3780] = 454.7378, sampling [0.0, 1.3510, 1.8111]. Recommendation = [0.0, -0.5677, 0.2577], Current Cost = 43000.00, Rho = -1.230
(iter 43) [0.0, 1.3510, 1.8111] = 456.1568, sampling [0.0, 1.5564, 1.4638]. Recommendation = [0.0, 1.3510, 1.8111], Current Cost = 44000.00, Rho = -1.230
(iter 43) [0.0, 1.3510, 1.8111] = 456.1568, sampling [0.0, 0.8495, 1.7989]. Recommendation = [0.0, 1.3510, 1.8111], Current Cost = 45000.00, Rho = -1.230
(iter 43) [0.0, 1.3510, 1.8111] = 456.1568, sampling [0.0, 1.2801, 1.6415]. Recommendation = [0.0, 1.3510, 1.8111], Current Cost = 46000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 1.9883, 1.9345]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 47000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 1.2103, 1.4221]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 48000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.7760, 0.4643]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 49000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.4195, 0.1695]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 50000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.9959, 0.5096]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 51000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 1.3743, 0.8193]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 52000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.3681, -0.1257]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 53000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, -0.2397, -0.7002]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 54000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, -0.5991, -0.4549]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 55000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.1671, -0.5798]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 56000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.7261, 0.0306]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 57000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.4059, -0.0267]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 58000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.5026, 0.1483]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 59000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, -1.2677, 1.1542]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 60000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, -0.6528, 0.4419]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 61000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, -0.1665, 0.8704]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 62000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 1.3781, 1.2306]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 63000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.1973, 0.6039]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 64000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.0442, 1.1945]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 65000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.5784, -0.2778]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 66000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 1.0707, 0.3043]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 67000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, -0.8017, 1.9771]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 68000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, -0.5397, -1.0072]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 69000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 1.2596, 1.7187]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 70000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.3078, -0.5220]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 71000.00, Rho = -1.230
(iter 46) [0.0, 1.2801, 1.6415] = 456.2207, sampling [0.0, 0.0196, -0.7486]. Recommendation = [0.0, 1.2801, 1.6415], Current Cost = 72000.00, Rho = -1.230
