(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.5009, 0.2790]. Recommendation = [0.0, -0.1541, -0.1775], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.2520, 0.0270]. Recommendation = [0.0, 0.5009, 0.2790], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.7455, 0.4663]. Recommendation = [0.0, 0.5009, 0.2790], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.3942, 0.5812]. Recommendation = [0.0, 0.5009, 0.2790], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.0451, 0.1055]. Recommendation = [0.0, 0.5009, 0.2790], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.3326, 0.3606]. Recommendation = [0.0, 0.5009, 0.2790], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.7671, 0.8051]. Recommendation = [0.0, 0.5009, 0.2790], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.7918, 0.1509]. Recommendation = [0.0, 0.6849, 0.6695], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.6849, 0.6695]. Recommendation = [0.0, 0.5009, 0.2790], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 0.4060, -0.1144]. Recommendation = [0.0, 0.5009, 0.2790], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 1.0234, 1.0561]. Recommendation = [0.0, 0.1238, -0.0042], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 1.3348, 1.0142]. Recommendation = [0.0, 0.1238, -0.0042], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.1541, -0.1775] = 450.9161, sampling [1.0, 1.1144, 1.3393]. Recommendation = [0.0, 0.1238, -0.0042], Current Cost = 5017.00, Rho = 1.000
