(iter 5) [0.0, -1.5234, 1.6992] = 411.2902, sampling [0.0, 0.1515, 1.5679]. Recommendation = [0.0, -1.5234, 1.6992], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -1.5234, 1.6992] = 411.2902, sampling [0.0, 1.6421, 0.7837]. Recommendation = [0.0, -1.5234, 1.6992], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -1.5234, 1.6992] = 411.2902, sampling [0.0, -1.5061, 1.9819]. Recommendation = [0.0, -1.5234, 1.6992], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -1.5061, 1.9819] = 441.8206, sampling [0.0, -1.7268, 1.8858]. Recommendation = [0.0, -1.5061, 1.9819], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, -1.5061, 1.9819] = 441.8206, sampling [0.0, -0.8858, 1.7327]. Recommendation = [0.0, -1.5061, 1.9819], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, -1.5061, 1.9819] = 441.8206, sampling [0.0, -1.4702, 1.8601]. Recommendation = [0.0, -1.5061, 1.9819], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, -1.5061, 1.9819] = 441.8206, sampling [0.0, 1.2349, 1.5123]. Recommendation = [0.0, -1.5061, 1.9819], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 1.4121, 1.8984]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 1.0271, 1.9439]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 1.5990, 1.7780]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 1.4768, 1.5028]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 15000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 0.9283, 1.3808]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 16000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 0.9718, 1.6135]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 17000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 1.3799, 1.3111]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 18000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 1.1541, 1.1069]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 19000.00, Rho = -1.230
(iter 11) [0.0, 1.2349, 1.5123] = 456.2288, sampling [0.0, 1.0190, 1.0332]. Recommendation = [0.0, 1.2349, 1.5123], Current Cost = 20000.00, Rho = -1.230
(iter 20) [0.0, 1.0190, 1.0332] = 456.2970, sampling [0.0, 0.8257, 1.2673]. Recommendation = [0.0, 1.0190, 1.0332], Current Cost = 21000.00, Rho = -1.230
(iter 20) [0.0, 1.0190, 1.0332] = 456.2970, sampling [0.0, 0.6025, 0.8653]. Recommendation = [0.0, 1.0190, 1.0332], Current Cost = 22000.00, Rho = -1.230
(iter 20) [0.0, 1.0190, 1.0332] = 456.2970, sampling [0.0, 0.6802, 1.0935]. Recommendation = [0.0, 1.0190, 1.0332], Current Cost = 23000.00, Rho = -1.230
(iter 20) [0.0, 1.0190, 1.0332] = 456.2970, sampling [0.0, 0.5454, 0.6045]. Recommendation = [0.0, 1.0190, 1.0332], Current Cost = 24000.00, Rho = -1.230
