(iter 5) [0.0, 0.8642, 0.5001] = 450.1894, sampling [0.0, 0.0439, 1.2544]. Recommendation = [0.0, 0.8642, 0.5001], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.8642, 0.5001] = 450.1894, sampling [0.0, -0.0071, 0.3737]. Recommendation = [0.0, 0.8642, 0.5001], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.8642, 0.5001] = 450.1894, sampling [0.0, 1.0201, 1.3367]. Recommendation = [0.0, 0.8642, 0.5001], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.8642, 0.5001] = 450.1894, sampling [0.0, 0.6564, 0.9036]. Recommendation = [0.0, 0.8642, 0.5001], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.8642, 0.5001] = 450.1894, sampling [0.0, 1.3924, 1.9904]. Recommendation = [0.0, 0.8642, 0.5001], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 1.3924, 1.9904] = 455.8784, sampling [0.0, 0.5375, 1.8358]. Recommendation = [0.0, 1.3924, 1.9904], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, 1.3924, 1.9904] = 455.8784, sampling [0.0, 1.7897, 1.3727]. Recommendation = [0.0, 1.3924, 1.9904], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, 1.3924, 1.9904] = 455.8784, sampling [0.0, -0.4863, -0.3524]. Recommendation = [0.0, 1.3924, 1.9904], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, 1.3924, 1.9904] = 455.8784, sampling [0.0, -1.1273, -1.1132]. Recommendation = [0.0, 1.3924, 1.9904], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, 1.3924, 1.9904] = 455.8784, sampling [0.0, -0.5028, 0.6348]. Recommendation = [0.0, 1.3924, 1.9904], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, 1.3924, 1.9904] = 455.8784, sampling [0.0, -0.7773, 1.1836]. Recommendation = [0.0, 1.3924, 1.9904], Current Cost = 15000.00, Rho = -1.230
(iter 9) [0.0, 1.3924, 1.9904] = 455.8784, sampling [0.0, -1.8086, 1.8557]. Recommendation = [0.0, 1.3924, 1.9904], Current Cost = 16000.00, Rho = -1.230
