(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.0477, -0.5541]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, 0.0593, -0.3695]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.0124, -0.1556]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.1842, -0.3897]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.2956, 0.6627]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.0706, 0.0586]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.2342, 0.9923]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, 0.2574, -0.3613]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, 0.1299, 0.2606]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.2839, -0.1250]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.3359, 0.4676]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.2553, -0.2459]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, 0.0152, -0.8317]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.5965, 0.6493]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.4363, 0.5096]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, 0.3670, -0.1876]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, 0.2793, -0.4196]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, 0.1497, 0.5210]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.5422, 0.4455]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.5496, 0.1698]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.3933, 0.4308]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.6818, 1.3327]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.3108, 0.5387]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.1065, -0.7939] = 390.6575, sampling [1.0, -0.3613, -0.1967]. Recommendation = [0.0, 0.1065, -0.7939], Current Cost = 5028.00, Rho = 1.000
