(iter 5) [0.0, -0.2273, -0.2988] = 442.5101, sampling [0.0, -0.0460, 0.3853]. Recommendation = [0.0, -0.2273, -0.2988], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2273, -0.2988] = 442.5101, sampling [0.0, 0.4911, 0.8219]. Recommendation = [0.0, -0.2273, -0.2988], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2273, -0.2988] = 442.5101, sampling [0.0, -0.2198, 0.8114]. Recommendation = [0.0, -0.2273, -0.2988], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.2273, -0.2988] = 442.5101, sampling [0.0, -0.0864, 0.2040]. Recommendation = [0.0, -0.2273, -0.2988], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.0864, 0.2040] = 451.2575, sampling [0.0, 0.3369, 0.1593]. Recommendation = [0.0, -0.0864, 0.2040], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.2940, 0.5493]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.9830, 1.2322]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 1.0879, 0.8980]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.6175, 1.3006]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 1.2918, 1.0744]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.8078, 0.2304]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 15000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 1.1894, 0.6488]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 16000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.1822, -0.2466]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 17000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.5075, -0.0527]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 18000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.3899, 0.0939]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 19000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, -0.4781, 0.3192]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 20000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, -0.4043, -0.0400]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 21000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, -0.1994, 0.2742]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 22000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.7808, 0.9864]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 23000.00, Rho = -1.230
(iter 9) [0.0, 0.3369, 0.1593] = 455.6508, sampling [0.0, 0.4024, 0.1882]. Recommendation = [0.0, 0.3369, 0.1593], Current Cost = 24000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.5167, 0.6296]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 25000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.7216, 0.1048]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 26000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.4170, -0.1965]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 27000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.0215, 1.3770]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 28000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.3258, 1.4866]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 29000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.3958, 1.2730]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 30000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.1199, 1.7969]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 31000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, -0.1667, 0.4841]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 32000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, -0.6916, 0.7282]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 33000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, -0.6617, 1.3310]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 34000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.0115, 0.3339]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 35000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, -0.6444, 0.8404]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 36000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.2681, 1.7257]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 37000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.0401, 0.4683]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 38000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.7868, 1.8881]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 39000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.0899, 0.3370]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 40000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, -0.9872, 0.1606]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 41000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.1331, -0.3756]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 42000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, -0.7489, 0.7863]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 43000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.8402, -0.1340]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 44000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.1242, 0.9569]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 45000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 0.4698, 0.5949]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 46000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, -0.9028, 1.0308]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 47000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.2633, 1.7898]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 48000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.5103, 1.8289]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 49000.00, Rho = -1.230
(iter 24) [0.0, 0.4024, 0.1882] = 455.8738, sampling [0.0, 1.8851, 1.6513]. Recommendation = [0.0, 0.4024, 0.1882], Current Cost = 50000.00, Rho = -1.230
