(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.0056, 1.4597]. Recommendation = [0.0, -0.0764, 1.0234], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.5134, 1.1988]. Recommendation = [0.0, -0.0764, 1.0234], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.2232, 1.1079]. Recommendation = [0.0, -0.5134, 1.1988], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.5302, 0.6999]. Recommendation = [0.0, -0.5134, 1.1988], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.8106, 0.9764]. Recommendation = [0.0, 0.5302, 0.6999], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.9850, 0.6087]. Recommendation = [0.0, 0.8106, 0.9764], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 1.3301, 0.8939]. Recommendation = [0.0, 0.8106, 0.9764], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.6449, 1.2450]. Recommendation = [0.0, 0.8106, 0.9764], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.8610, 0.5367]. Recommendation = [0.0, 0.8106, 0.9764], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.2847, 0.9266]. Recommendation = [0.0, 0.8610, 0.5367], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 1.1281, 0.4905]. Recommendation = [0.0, 0.8610, 0.5367], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.9522, 1.7161]. Recommendation = [0.0, 0.8610, 0.5367], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 1.4188, 1.2004]. Recommendation = [0.0, 0.8610, 0.5367], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 1.4421, 1.7591]. Recommendation = [0.0, 0.8610, 0.5367], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 1.9062, 1.5754]. Recommendation = [0.0, 0.8610, 0.5367], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 1.3161, 1.9063]. Recommendation = [0.0, 0.8610, 0.5367], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 1.0717, 1.8840]. Recommendation = [0.0, 1.3161, 1.9063], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.2241, 0.5917]. Recommendation = [0.0, 1.3161, 1.9063], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.3627, 0.2743]. Recommendation = [0.0, 1.3161, 1.9063], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.8814, 0.2918]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.7943, 0.1291]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.0760, 0.4058]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.4496, -0.0166]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.6935, 0.0078]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.5103, 1.8999]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.1134, 0.7581]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.1395, 0.3114]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.0513, -0.0847]. Recommendation = [0.0, 0.3627, 0.2743], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.3819, -0.1539]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.1690, 0.1164]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.4634, 0.3838]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.7162, 0.6063]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.7689, 0.8597]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.4889, 0.9443]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.8864, 1.1033]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.5607, -0.2509]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.8224, 0.4521]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.2755, -0.1365]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.0218, 0.5215]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.3225, 0.9738]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.0511, 1.4478]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.2376, 1.5329]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.2813, 1.9735]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.5063, 1.5956]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.9301, 1.9231]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.5326, 1.9481]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.1476, 1.5538]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -1.9676, 1.9524]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.9649, 1.4857]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.0471, 0.4733]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 1.0201, 0.2427]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.2314, -0.3043]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, 0.2503, -0.6146]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.6220, -0.1181]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.0764, 1.0234] = 351.5884, sampling [1.0, -0.4042, -0.2399]. Recommendation = [0.0, 0.0513, -0.0847], Current Cost = 5059.00, Rho = 1.000
