(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.6716, 0.7171]. Recommendation = [0.0, -0.7182, 0.0506], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.0613, 0.3804]. Recommendation = [0.0, 0.6716, 0.7171], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.5738, 1.3656]. Recommendation = [0.0, 0.6716, 0.7171], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 1.3135, 0.7012]. Recommendation = [0.0, 0.6716, 0.7171], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.4324, 0.1018]. Recommendation = [0.0, 0.6716, 0.7171], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.1417, 0.7854]. Recommendation = [0.0, 0.3233, 0.4751], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.9485, 0.2340]. Recommendation = [0.0, 0.4324, 0.1018], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.9675, 0.9927]. Recommendation = [0.0, 0.4324, 0.1018], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.3233, 0.4751]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.0818, -0.1111]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.3826, 0.4329]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 1.9338, 1.2019]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.1051, 1.8424]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 1.1274, 1.6041]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.7316, -0.2556]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 1.2420, 1.3032]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.4854, 0.0354]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.5482, 0.9868]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.8491, 0.5849]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.2772, -0.3774]. Recommendation = [0.0, 0.9675, 0.9927], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 1.3921, -0.1864]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.7253, 0.8729]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.4056, 1.1015]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.5720, 0.6384]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.6045, 1.9483]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, 0.0379, 1.1391]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.8109, 0.2819]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.9688, 1.3598]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -1.1211, 0.9731]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -1.3405, 1.8322]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -1.3623, 1.4265]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.9905, 1.8175]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -1.8163, 1.9191]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -1.0493, 0.5233]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -1.3900, 1.1111]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.7182, 0.0506] = 431.7142, sampling [1.0, -0.8414, 1.1926]. Recommendation = [0.0, 0.3849, 0.0647], Current Cost = 5040.00, Rho = 1.000
