(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.5361, -0.3242]. Recommendation = [0.0, -0.6358, -0.2495], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.4392, -0.2120]. Recommendation = [0.0, -0.5361, -0.3242], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.3006, -0.2078]. Recommendation = [0.0, -0.4392, -0.2120], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.4147, -0.1199]. Recommendation = [0.0, -0.3006, -0.2078], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.3496, -0.0140]. Recommendation = [0.0, -0.4147, -0.1199], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.0007, -0.1632]. Recommendation = [0.0, -0.3496, -0.0140], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.1375, -0.4972]. Recommendation = [0.0, -0.3496, -0.0140], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.1640, 0.3829]. Recommendation = [0.0, -0.3496, -0.0140], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.3016, 0.3600]. Recommendation = [0.0, -0.3496, -0.0140], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.0665, 0.4692]. Recommendation = [0.0, -0.3496, -0.0140], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.4251, 0.1774]. Recommendation = [0.0, -0.3496, -0.0140], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.5276, 0.0380]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.4646, 0.1636]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.0612, 0.4400]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.2569, 0.4996]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.6035, 0.4212]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.7216, -0.0330]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.5429, -0.2756]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.3778, 0.7140]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.1498, 0.6549]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.8040, 0.6774]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.6609, 0.7863]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 1.0064, 0.2541]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.9769, 0.7680]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.8736, 0.8970]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 1.1316, 0.6640]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.8324, 1.0430]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, 0.5029, 0.8729]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.3145, 0.4542]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.4977, 0.2799]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.5940, 0.2180]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.2128, 0.4934]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.6358, -0.2495] = 410.8801, sampling [1.0, -0.1056, 0.6358]. Recommendation = [0.0, 0.4251, 0.1774], Current Cost = 5037.00, Rho = 1.000
