(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.6277, -0.4619]. Recommendation = [0.0, -0.9850, 1.3865], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.5915, 0.0302]. Recommendation = [0.0, -0.9850, 1.3865], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.6053, 0.5455]. Recommendation = [0.0, -0.5915, 0.0302], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.6084, 0.8675]. Recommendation = [0.0, -0.6053, 0.5455], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.4372, 0.2800]. Recommendation = [0.0, -0.6053, 0.5455], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.2590, -0.2487]. Recommendation = [0.0, -0.4372, 0.2800], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.8606, 0.4207]. Recommendation = [0.0, -0.4372, 0.2800], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.1636, 0.1739]. Recommendation = [0.0, -0.6667, 0.4529], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -1.0328, 1.1156]. Recommendation = [0.0, -0.6667, 0.4529], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.6667, 0.4529]. Recommendation = [0.0, -0.6667, 0.4529], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.8702, 0.2071]. Recommendation = [0.0, -0.4372, 0.2800], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.3734, 0.3591]. Recommendation = [0.0, -0.4372, 0.2800], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.6739, 0.1168]. Recommendation = [0.0, -0.4372, 0.2800], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.3608, -0.4869]. Recommendation = [0.0, -0.4372, 0.2800], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.3876, 1.4293]. Recommendation = [0.0, -0.4372, 0.2800], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.9850, 1.3865] = 435.0322, sampling [1.0, -0.0735, 0.7090]. Recommendation = [0.0, -0.4372, 0.2800], Current Cost = 5020.00, Rho = 1.000
