(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.1801, 0.1799]. Recommendation = [0.0, -0.8768, -0.1820], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.1922, 0.1423]. Recommendation = [0.0, -0.1801, 0.1799], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.1225, -0.1051]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.1536, -0.2605]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.3876, -0.1135]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.5273, -0.0610]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.2082, 0.4818]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.1771, 0.4425]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.4963, 0.4605]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.1309, 0.6758]. Recommendation = [0.0, -0.1956, 0.2275], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.7771, 0.3864]. Recommendation = [0.0, -0.1956, 0.2275], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.8048, 0.0284]. Recommendation = [0.0, -0.1956, 0.2275], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.3167, 0.8009]. Recommendation = [0.0, -0.1956, 0.2275], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.6627, 0.2775]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.4269, 0.5727]. Recommendation = [0.0, 0.3540, -0.0291], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.5901, -0.1752]. Recommendation = [0.0, 0.3540, -0.0291], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.4993, -0.3111]. Recommendation = [0.0, 0.3540, -0.0291], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, 0.3540, -0.0291]. Recommendation = [0.0, 0.3540, -0.0291], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.0238, -0.3703]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.0381, 1.1368]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.1058, -0.2117]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.7183, 0.9797]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.8928, 0.6693]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.9354, 0.2491]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.3129, 1.1603]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -0.9990, 0.9357]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.8768, -0.1820] = 362.3841, sampling [1.0, -1.0465, 0.5507]. Recommendation = [0.0, 0.1922, 0.1423], Current Cost = 5031.00, Rho = 1.000
