(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.0405, 0.6319]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.2119, 1.1190]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.3574, 0.2892]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.1087, 0.3645]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.0763, 0.1410]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.5621, 0.6494]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.6876, 0.9093]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.3453, 0.5726]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.1491, 0.2608]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.2750, 0.5378]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.2720, 0.3793]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.5366, 0.3355]. Recommendation = [0.0, 0.1684, -0.1177], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.4739, 0.4461]. Recommendation = [0.0, 0.5366, 0.3355], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.0002, 0.3892]. Recommendation = [0.0, 0.5366, 0.3355], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, -0.4274, 0.3485]. Recommendation = [0.0, 0.5366, 0.3355], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.6751, 0.4578]. Recommendation = [0.0, 0.5366, 0.3355], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.7715, 0.8518]. Recommendation = [0.0, 0.6751, 0.4578], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.1684, -0.1177] = 453.4764, sampling [1.0, 0.9655, 0.5963]. Recommendation = [0.0, 0.6751, 0.4578], Current Cost = 5022.00, Rho = 1.000
