(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, -0.0179, 1.2826]. Recommendation = [0.0, 0.6334, 1.3907], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, 0.4683, 1.1472]. Recommendation = [0.0, 0.6334, 1.3907], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, 0.2294, 0.9730]. Recommendation = [0.0, 0.4683, 1.1472], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, 0.5462, 1.5970]. Recommendation = [0.0, 0.2294, 0.9730], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, 0.4233, 0.8923]. Recommendation = [0.0, 0.2294, 0.9730], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, -0.2483, 0.5728]. Recommendation = [0.0, 0.4233, 0.8923], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, -0.3683, 0.7457]. Recommendation = [0.0, -0.2483, 0.5728], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, 0.1897, 0.4229]. Recommendation = [0.0, -0.2483, 0.5728], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, -0.1669, 0.1066]. Recommendation = [0.0, 0.1897, 0.4229], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, -0.3677, 0.1945]. Recommendation = [0.0, -0.1669, 0.1066], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, -0.5033, 0.4695]. Recommendation = [0.0, -0.1669, 0.1066], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, -0.3467, 0.4994]. Recommendation = [0.0, -0.1669, 0.1066], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, 0.0988, 0.0868]. Recommendation = [0.0, -0.1669, 0.1066], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6334, 1.3907] = 358.2512, sampling [1.0, -0.0902, -0.0624]. Recommendation = [0.0, 0.0988, 0.0868], Current Cost = 5018.00, Rho = 1.000
