(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -0.1584, 0.2106]. Recommendation = [0.0, 0.9212, 0.2670], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -0.8068, 0.3656]. Recommendation = [0.0, -0.1584, 0.2106], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, 0.4450, 0.6164]. Recommendation = [0.0, -0.1584, 0.2106], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -0.6169, -0.0751]. Recommendation = [0.0, -0.1584, 0.2106], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, 0.2754, 0.1076]. Recommendation = [0.0, -0.1584, 0.2106], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -1.0356, 0.8404]. Recommendation = [0.0, 0.1508, 0.2948], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -1.6562, 0.3818]. Recommendation = [0.0, 0.1508, 0.2948], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -0.6299, 1.3252]. Recommendation = [0.0, 0.1508, 0.2948], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -0.5151, 0.6711]. Recommendation = [0.0, 0.1508, 0.2948], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, 0.6086, 1.3683]. Recommendation = [0.0, 0.1508, 0.2948], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, 1.0714, 0.8807]. Recommendation = [0.0, 0.1508, 0.2948], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -0.0940, 1.7387]. Recommendation = [0.0, 0.1508, 0.2948], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, -0.0120, 0.4786]. Recommendation = [0.0, 0.1508, 0.2948], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, 0.4960, 1.0073]. Recommendation = [0.0, 0.2754, 0.1076], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, 0.0960, -0.2608]. Recommendation = [0.0, 0.2754, 0.1076], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.9212, 0.2670] = 422.4702, sampling [1.0, 0.7608, 0.6312]. Recommendation = [0.0, -0.1146, -0.0488], Current Cost = 5020.00, Rho = 1.000
